bowler,phase,legal_balls,overs,total_overs,phase_usage_probability
JP Behrendorff,death,107,17.833333333333332,102.5,0.17398373983739837
JP Behrendorff,middle,118,19.666666666666668,102.5,0.19186991869918701
JP Behrendorff,powerplay,390,65.0,102.5,0.6341463414634146
JP Duminy,death,71,11.833333333333334,166.83333333333334,0.07092907092907093
JP Duminy,middle,721,120.16666666666667,166.83333333333334,0.7202797202797203
JP Duminy,powerplay,209,34.833333333333336,166.83333333333334,0.2087912087912088
JP Faulkner,death,614,102.33333333333333,252.5,0.4052805280528053
JP Faulkner,middle,499,83.16666666666667,252.5,0.3293729372937294
JP Faulkner,powerplay,402,67.0,252.5,0.26534653465346536
JR Hazlewood,death,499,83.16666666666667,328.0,0.25355691056910573
JR Hazlewood,middle,368,61.333333333333336,328.0,0.1869918699186992
JR Hazlewood,powerplay,1101,183.5,328.0,0.5594512195121951
JR Hopes,death,107,17.833333333333332,78.83333333333333,0.226215644820296
JR Hopes,middle,348,58.0,78.83333333333333,0.7357293868921776
JR Hopes,powerplay,18,3.0,78.83333333333333,0.03805496828752643
JW Hastings,death,53,8.833333333333334,35.0,0.2523809523809524
JW Hastings,middle,63,10.5,35.0,0.3
JW Hastings,powerplay,94,15.666666666666666,35.0,0.4476190476190476
Joginder Sharma,death,63,10.5,50.833333333333336,0.2065573770491803
Joginder Sharma,middle,218,36.333333333333336,50.833333333333336,0.7147540983606557
Joginder Sharma,powerplay,24,4.0,50.833333333333336,0.07868852459016393
K Rabada,death,963,160.5,562.5,0.2853333333333333
K Rabada,middle,745,124.16666666666667,562.5,0.22074074074074074
K Rabada,powerplay,1667,277.8333333333333,562.5,0.4939259259259259
K Santokie,death,73,12.166666666666666,36.5,0.3333333333333333
K Santokie,middle,12,2.0,36.5,0.0547945205479452
K Santokie,powerplay,134,22.333333333333332,36.5,0.6118721461187214
KA Jamieson,death,144,24.0,104.66666666666667,0.22929936305732482
KA Jamieson,middle,181,30.166666666666668,104.66666666666667,0.28821656050955413
KA Jamieson,powerplay,303,50.5,104.66666666666667,0.482484076433121
KA Maharaj,death,23,3.8333333333333335,127.83333333333333,0.029986962190352025
KA Maharaj,middle,614,102.33333333333333,127.83333333333333,0.8005215123859192
KA Maharaj,powerplay,130,21.666666666666668,127.83333333333333,0.16949152542372883
KA Pollard,death,410,68.33333333333333,328.8333333333333,0.20780537252914344
KA Pollard,middle,1520,253.33333333333334,328.8333333333333,0.7704004054738977
KA Pollard,powerplay,43,7.166666666666667,328.8333333333333,0.02179422199695895
KAJ Roach,death,62,10.333333333333334,28.666666666666668,0.3604651162790698
KAJ Roach,middle,36,6.0,28.666666666666668,0.20930232558139533
KAJ Roach,powerplay,74,12.333333333333334,28.666666666666668,0.43023255813953487
KH Pandya,death,240,40.0,473.16666666666663,0.08453680873547025
KH Pandya,middle,2042,340.3333333333333,473.16666666666663,0.7192673476576259
KH Pandya,powerplay,557,92.83333333333333,473.16666666666663,0.19619584360690384
KJ Abbott,death,170,28.333333333333332,73.33333333333334,0.3863636363636363
KJ Abbott,middle,52,8.666666666666666,73.33333333333334,0.11818181818181815
KJ Abbott,powerplay,218,36.333333333333336,73.33333333333334,0.4954545454545454
KK Ahmed,death,431,71.83333333333333,303.0,0.23707370737073705
KK Ahmed,middle,319,53.166666666666664,303.0,0.17546754675467546
KK Ahmed,powerplay,1068,178.0,303.0,0.5874587458745875
KMA Paul,death,118,19.666666666666668,65.66666666666667,0.29949238578680204
KMA Paul,middle,216,36.0,65.66666666666667,0.5482233502538071
KMA Paul,powerplay,60,10.0,65.66666666666667,0.15228426395939085
KMDN Kulasekara,death,275,45.833333333333336,137.16666666666669,0.3341433778857837
KMDN Kulasekara,middle,56,9.333333333333334,137.16666666666669,0.06804374240583232
KMDN Kulasekara,powerplay,492,82.0,137.16666666666669,0.5978128797083839
KP Pietersen,death,30,5.0,32.5,0.15384615384615385
KP Pietersen,middle,147,24.5,32.5,0.7538461538461538
KP Pietersen,powerplay,18,3.0,32.5,0.09230769230769231
KR Mayers,middle,12,2.0,16.833333333333336,0.11881188118811879
KR Mayers,powerplay,89,14.833333333333334,16.833333333333336,0.8811881188118811
KS Williamson,death,10,1.6666666666666667,11.666666666666666,0.14285714285714288
KS Williamson,middle,54,9.0,11.666666666666666,0.7714285714285715
KS Williamson,powerplay,6,1.0,11.666666666666666,0.08571428571428572
KT Maphaka,death,55,9.166666666666666,48.166666666666664,0.1903114186851211
KT Maphaka,middle,131,21.833333333333332,48.166666666666664,0.4532871972318339
KT Maphaka,powerplay,103,17.166666666666668,48.166666666666664,0.356401384083045
KV Sharma,death,112,18.666666666666668,247.66666666666666,0.07537012113055183
KV Sharma,middle,1221,203.5,247.66666666666666,0.8216689098250337
KV Sharma,powerplay,153,25.5,247.66666666666666,0.10296096904441454
KW Richardson,death,299,49.833333333333336,142.66666666666666,0.3492990654205608
KW Richardson,middle,196,32.666666666666664,142.66666666666666,0.22897196261682243
KW Richardson,powerplay,361,60.166666666666664,142.66666666666666,0.4217289719626168
Kuldeep Yadav,death,398,66.33333333333333,473.0,0.14023960535588442
Kuldeep Yadav,middle,2361,393.5,473.0,0.8319238900634249
Kuldeep Yadav,powerplay,79,13.166666666666666,473.0,0.027836504580690626
L Balaji,death,437,72.83333333333333,228.33333333333331,0.318978102189781
L Balaji,middle,526,87.66666666666667,228.33333333333331,0.3839416058394161
L Balaji,powerplay,407,67.83333333333333,228.33333333333331,0.29708029197080293
L Ngidi,death,466,77.66666666666667,229.33333333333334,0.3386627906976744
L Ngidi,middle,319,53.166666666666664,229.33333333333334,0.23183139534883718
L Ngidi,powerplay,591,98.5,229.33333333333334,0.42950581395348836
L Wood,death,44,7.333333333333333,31.166666666666668,0.2352941176470588
L Wood,middle,7,1.1666666666666667,31.166666666666668,0.03743315508021391
L Wood,powerplay,136,22.666666666666668,31.166666666666668,0.7272727272727273
LB Williams,death,37,6.166666666666667,30.0,0.20555555555555557
LB Williams,middle,54,9.0,30.0,0.3
LB Williams,powerplay,89,14.833333333333334,30.0,0.49444444444444446
LE Plunkett,death,101,16.833333333333332,81.83333333333333,0.20570264765784113
LE Plunkett,middle,246,41.0,81.83333333333333,0.5010183299389003
LE Plunkett,powerplay,144,24.0,81.83333333333333,0.29327902240325865
LH Ferguson,death,493,82.16666666666667,273.0,0.300976800976801
LH Ferguson,middle,608,101.33333333333333,273.0,0.37118437118437114
LH Ferguson,powerplay,537,89.5,273.0,0.32783882783882784
LJ Wright,death,71,11.833333333333334,51.833333333333336,0.2282958199356913
LJ Wright,middle,219,36.5,51.833333333333336,0.7041800643086816
LJ Wright,powerplay,21,3.5,51.833333333333336,0.067524115755627
LMP Simmons,death,17,2.8333333333333335,10.0,0.2833333333333333
LMP Simmons,middle,42,7.0,10.0,0.7
LMP Simmons,powerplay,1,0.16666666666666666,10.0,0.016666666666666666
LPC Silva,death,2,0.3333333333333333,0.3333333333333333,1.0
LRPL Taylor,middle,12,2.0,2.0,1.0
LS Livingstone,death,87,14.5,121.33333333333333,0.11950549450549451
LS Livingstone,middle,612,102.0,121.33333333333333,0.8406593406593407
LS Livingstone,powerplay,29,4.833333333333333,121.33333333333333,0.03983516483516483
M Jansen,death,269,44.833333333333336,230.33333333333334,0.19464544138929088
M Jansen,middle,386,64.33333333333333,230.33333333333334,0.27930535455861066
M Jansen,powerplay,727,121.16666666666667,230.33333333333334,0.5260492040520984
M Kartik,death,124,20.666666666666668,175.16666666666666,0.11798287345385348
M Kartik,middle,769,128.16666666666666,175.16666666666666,0.7316841103710752
M Kartik,powerplay,158,26.333333333333332,175.16666666666666,0.15033301617507136
M Manhas,death,6,1.0,7.0,0.14285714285714285
M Manhas,middle,36,6.0,7.0,0.8571428571428571
M Markande,death,99,16.5,120.83333333333333,0.13655172413793104
M Markande,middle,626,104.33333333333333,120.83333333333333,0.863448275862069
M Morkel,death,537,89.5,346.6666666666667,0.2581730769230769
M Morkel,middle,497,82.83333333333333,346.6666666666667,0.23894230769230768
M Morkel,powerplay,1046,174.33333333333334,346.6666666666667,0.5028846153846154
M Muralitharan,death,254,42.333333333333336,261.6666666666667,0.16178343949044585
M Muralitharan,middle,1163,193.83333333333334,261.6666666666667,0.740764331210191
M Muralitharan,powerplay,153,25.5,261.6666666666667,0.09745222929936305
M Ntini,death,47,7.833333333333333,50.666666666666664,0.15460526315789475
M Ntini,middle,46,7.666666666666667,50.666666666666664,0.15131578947368424
M Ntini,powerplay,211,35.166666666666664,50.666666666666664,0.694078947368421
M Pathirana,death,418,69.66666666666667,143.0,0.4871794871794872
M Pathirana,middle,395,65.83333333333333,143.0,0.4603729603729603
M Pathirana,powerplay,45,7.5,143.0,0.05244755244755245
M Prasidh Krishna,death,538,89.66666666666667,277.1666666666667,0.32351172579675286
M Prasidh Krishna,middle,521,86.83333333333333,277.1666666666667,0.31328923631990374
M Prasidh Krishna,powerplay,604,100.66666666666667,277.1666666666667,0.36319903788334335
M Shahrukh Khan,death,2,0.3333333333333333,2.3333333333333335,0.14285714285714285
M Shahrukh Khan,middle,12,2.0,2.3333333333333335,0.8571428571428571
M Theekshana,death,306,51.0,276.3333333333333,0.1845597104945718
M Theekshana,middle,711,118.5,276.3333333333333,0.4288299155609168
M Theekshana,powerplay,641,106.83333333333333,276.3333333333333,0.3866103739445115
M Vijay,middle,30,5.0,6.0,0.8333333333333334
M Vijay,powerplay,6,1.0,6.0,0.16666666666666666
M de Lange,death,64,10.666666666666666,39.333333333333336,0.27118644067796605
M de Lange,middle,54,9.0,39.333333333333336,0.22881355932203387
M de Lange,powerplay,118,19.666666666666668,39.333333333333336,0.5
MA Starc,death,590,98.33333333333333,342.16666666666663,0.28738431563565514
MA Starc,middle,362,60.333333333333336,342.16666666666663,0.17632732586458844
MA Starc,powerplay,1101,183.5,342.16666666666663,0.5362883584997565
MA Wood,death,191,31.833333333333332,114.0,0.27923976608187134
MA Wood,middle,266,44.333333333333336,114.0,0.3888888888888889
MA Wood,powerplay,227,37.833333333333336,114.0,0.33187134502923976
MC Henriques,death,97,16.166666666666668,159.83333333333334,0.10114702815432743
MC Henriques,middle,680,113.33333333333333,159.83333333333334,0.7090719499478623
MC Henriques,powerplay,182,30.333333333333332,159.83333333333334,0.1897810218978102
MD Shanaka,death,133,22.166666666666668,81.0,0.27366255144032925
MD Shanaka,middle,300,50.0,81.0,0.6172839506172839
MD Shanaka,powerplay,53,8.833333333333334,81.0,0.10905349794238683
MEK Hussey,middle,6,1.0,1.0,1.0
MF Maharoof,death,88,14.666666666666666,78.0,0.18803418803418803
MF Maharoof,middle,172,28.666666666666668,78.0,0.36752136752136755
MF Maharoof,powerplay,208,34.666666666666664,78.0,0.4444444444444444
MG Bracewell,death,21,3.5,52.66666666666667,0.06645569620253164
MG Bracewell,middle,227,37.833333333333336,52.66666666666667,0.7183544303797468
MG Bracewell,powerplay,68,11.333333333333334,52.66666666666667,0.2151898734177215
MG Johnson,death,347,57.833333333333336,267.33333333333337,0.21633416458852867
MG Johnson,middle,542,90.33333333333333,267.33333333333337,0.3379052369077306
MG Johnson,powerplay,715,119.16666666666667,267.33333333333337,0.4457605985037406
MJ Clarke,death,24,4.0,27.166666666666668,0.14723926380368096
MJ Clarke,middle,139,23.166666666666668,27.166666666666668,0.852760736196319
MJ Guptill,death,6,1.0,1.0,1.0
MJ Henry,death,109,18.166666666666668,98.0,0.18537414965986396
MJ Henry,middle,111,18.5,98.0,0.18877551020408162
MJ Henry,powerplay,368,61.333333333333336,98.0,0.6258503401360545
MJ McClenaghan,death,434,72.33333333333333,273.33333333333337,0.26463414634146337
MJ McClenaghan,middle,349,58.166666666666664,273.33333333333337,0.21280487804878045
MJ McClenaghan,powerplay,857,142.83333333333334,273.33333333333337,0.522560975609756
MJ Owen,death,7,1.1666666666666667,3.333333333333333,0.35000000000000003
MJ Owen,middle,13,2.1666666666666665,3.333333333333333,0.65
MJ Santner,death,207,34.5,374.5,0.09212283044058744
MJ Santner,middle,1574,262.3333333333333,374.5,0.7004895416110369
MJ Santner,powerplay,466,77.66666666666667,374.5,0.20738762794837562
MK Tiwary,death,10,1.6666666666666667,6.666666666666667,0.25
MK Tiwary,middle,30,5.0,6.666666666666667,0.75
MM Ali,death,101,16.833333333333332,234.66666666666666,0.07173295454545454
MM Ali,middle,1051,175.16666666666666,234.66666666666666,0.7464488636363636
MM Ali,powerplay,256,42.666666666666664,234.66666666666666,0.18181818181818182
MM Patel,death,262,43.666666666666664,202.83333333333334,0.2152834839769926
MM Patel,middle,384,64.0,202.83333333333334,0.3155299917830731
MM Patel,powerplay,571,95.16666666666667,202.83333333333334,0.4691865242399343
MM Sharma,death,728,121.33333333333333,384.8333333333333,0.3152880034647033
MM Sharma,middle,714,119.0,384.8333333333333,0.3092247726288437
MM Sharma,powerplay,867,144.5,384.8333333333333,0.375487223906453
MN Samuels,death,129,21.5,89.66666666666666,0.23977695167286248
MN Samuels,middle,289,48.166666666666664,89.66666666666666,0.5371747211895911
MN Samuels,powerplay,120,20.0,89.66666666666666,0.2230483271375465
MP Stoinis,death,308,51.333333333333336,243.5,0.2108145106091718
MP Stoinis,middle,882,147.0,243.5,0.6036960985626283
MP Stoinis,powerplay,271,45.166666666666664,243.5,0.18548939082819985
MP Yadav,death,34,5.666666666666667,28.5,0.19883040935672516
MP Yadav,middle,91,15.166666666666666,28.5,0.5321637426900585
MP Yadav,powerplay,46,7.666666666666667,28.5,0.26900584795321636
MR Marsh,death,145,24.166666666666668,121.83333333333334,0.19835841313269492
MR Marsh,middle,486,81.0,121.83333333333334,0.6648426812585498
MR Marsh,powerplay,100,16.666666666666668,121.83333333333334,0.13679890560875513
MW Short,death,11,1.8333333333333333,14.5,0.1264367816091954
MW Short,middle,38,6.333333333333333,14.5,0.43678160919540227
MW Short,powerplay,38,6.333333333333333,14.5,0.43678160919540227
Mandeep Singh,middle,12,2.0,2.0,1.0
Mashrafe Mortaza,death,95,15.833333333333334,98.0,0.16156462585034015
Mashrafe Mortaza,middle,216,36.0,98.0,0.3673469387755102
Mashrafe Mortaza,powerplay,277,46.166666666666664,98.0,0.47108843537414963
Mohammad Ashraful,death,18,3.0,15.833333333333334,0.18947368421052632
Mohammad Ashraful,middle,77,12.833333333333334,15.833333333333334,0.8105263157894737
Mohammad Asif,death,77,12.833333333333334,51.333333333333336,0.25
Mohammad Asif,middle,59,9.833333333333334,51.333333333333336,0.19155844155844157
Mohammad Asif,powerplay,172,28.666666666666668,51.333333333333336,0.5584415584415584
Mohammad Hafeez,death,48,8.0,154.0,0.05194805194805195
Mohammad Hafeez,middle,649,108.16666666666667,154.0,0.7023809523809524
Mohammad Hafeez,powerplay,227,37.833333333333336,154.0,0.24567099567099568
Mohammed Shami,death,759,126.5,506.5,0.24975320829220138
Mohammed Shami,middle,574,95.66666666666667,506.5,0.18887792036854228
Mohammed Shami,powerplay,1706,284.3333333333333,506.5,0.5613688713392563
Mohammed Siraj,death,751,125.16666666666667,444.33333333333337,0.28169542385596397
Mohammed Siraj,middle,505,84.16666666666667,444.33333333333337,0.18942235558889722
Mohammed Siraj,powerplay,1410,235.0,444.33333333333337,0.5288822205551388
Mukesh Kumar,death,349,58.166666666666664,158.33333333333334,0.36736842105263157
Mukesh Kumar,middle,221,36.833333333333336,158.33333333333334,0.2326315789473684
Mukesh Kumar,powerplay,380,63.333333333333336,158.33333333333334,0.39999999999999997
Mustafizur Rahman,death,943,157.16666666666666,419.8333333333333,0.3743549027391822
Mustafizur Rahman,middle,739,123.16666666666667,419.8333333333333,0.2933703850734419
Mustafizur Rahman,powerplay,837,139.5,419.8333333333333,0.332274712187376
N Burger,death,74,12.333333333333334,63.5,0.1942257217847769
N Burger,middle,92,15.333333333333334,63.5,0.24146981627296588
N Burger,powerplay,215,35.833333333333336,63.5,0.5643044619422573
N Rana,death,17,2.8333333333333335,33.5,0.0845771144278607
N Rana,middle,147,24.5,33.5,0.7313432835820896
N Rana,powerplay,37,6.166666666666667,33.5,0.18407960199004977
N Thushara,death,109,18.166666666666668,59.5,0.30532212885154064
N Thushara,middle,48,8.0,59.5,0.13445378151260504
N Thushara,powerplay,200,33.333333333333336,59.5,0.5602240896358543
NL McCullum,death,74,12.333333333333334,119.83333333333333,0.10292072322670376
NL McCullum,middle,521,86.83333333333333,119.83333333333333,0.7246175243393602
NL McCullum,powerplay,124,20.666666666666668,119.83333333333333,0.17246175243393605
NLTC Perera,death,391,65.16666666666667,228.5,0.2851932895696572
NLTC Perera,middle,688,114.66666666666667,228.5,0.5018234865061999
NLTC Perera,powerplay,292,48.666666666666664,228.5,0.21298322392414296
NM Coulter-Nile,death,327,54.5,205.33333333333331,0.26542207792207795
NM Coulter-Nile,middle,363,60.5,205.33333333333331,0.29464285714285715
NM Coulter-Nile,powerplay,542,90.33333333333333,205.33333333333331,0.43993506493506496
NT Ellis,death,310,51.666666666666664,135.83333333333334,0.38036809815950917
NT Ellis,middle,272,45.333333333333336,135.83333333333334,0.3337423312883436
NT Ellis,powerplay,233,38.833333333333336,135.83333333333334,0.28588957055214725
Navdeep Saini,death,216,36.0,133.16666666666666,0.27033792240300375
Navdeep Saini,middle,244,40.666666666666664,133.16666666666666,0.3053817271589487
Navdeep Saini,powerplay,339,56.5,133.16666666666666,0.42428035043804757
Nithish Kumar Reddy,death,37,6.166666666666667,50.66666666666667,0.12171052631578946
Nithish Kumar Reddy,middle,175,29.166666666666668,50.66666666666667,0.575657894736842
Nithish Kumar Reddy,powerplay,92,15.333333333333334,50.66666666666667,0.3026315789473684
Noor Ahmad,death,133,22.166666666666668,161.33333333333331,0.13739669421487605
Noor Ahmad,middle,778,129.66666666666666,161.33333333333331,0.8037190082644629
Noor Ahmad,powerplay,57,9.5,161.33333333333331,0.05888429752066116
O Thomas,death,43,7.166666666666667,61.66666666666667,0.11621621621621621
O Thomas,middle,91,15.166666666666666,61.66666666666667,0.2459459459459459
O Thomas,powerplay,236,39.333333333333336,61.66666666666667,0.6378378378378379
OC McCoy,death,250,41.666666666666664,112.66666666666666,0.3698224852071006
OC McCoy,middle,209,34.833333333333336,112.66666666666666,0.3091715976331361
OC McCoy,powerplay,217,36.166666666666664,112.66666666666666,0.32100591715976334
OF Smith,death,94,15.666666666666666,56.0,0.27976190476190477
OF Smith,middle,182,30.333333333333332,56.0,0.5416666666666666
OF Smith,powerplay,60,10.0,56.0,0.17857142857142858
P Awana,death,175,29.166666666666668,121.16666666666667,0.2407152682255846
P Awana,middle,273,45.5,121.16666666666667,0.37551581843191195
P Awana,powerplay,279,46.5,121.16666666666667,0.3837689133425034
P Kumar,death,531,88.5,398.1666666666667,0.22226873168689829
P Kumar,middle,386,64.33333333333333,398.1666666666667,0.1615738802846379
P Kumar,powerplay,1472,245.33333333333334,398.1666666666667,0.6161573880284638
P Negi,death,80,13.333333333333334,116.66666666666666,0.1142857142857143
P Negi,middle,578,96.33333333333333,116.66666666666666,0.8257142857142857
P Negi,powerplay,42,7.0,116.66666666666666,0.060000000000000005
PD Collingwood,death,40,6.666666666666667,36.833333333333336,0.18099547511312217
PD Collingwood,middle,175,29.166666666666668,36.833333333333336,0.7918552036199095
PD Collingwood,powerplay,6,1.0,36.833333333333336,0.027149321266968323
PHKD Mendis,death,6,1.0,22.833333333333332,0.043795620437956206
PHKD Mendis,middle,131,21.833333333333332,22.833333333333332,0.9562043795620437
PJ Cummins,death,750,125.0,414.66666666666663,0.3014469453376206
PJ Cummins,middle,726,121.0,414.66666666666663,0.29180064308681675
PJ Cummins,powerplay,1012,168.66666666666666,414.66666666666663,0.4067524115755627
PP Chawla,death,417,69.5,605.8333333333333,0.11471801925722147
PP Chawla,middle,2804,467.3333333333333,605.8333333333333,0.7713892709766162
PP Chawla,powerplay,414,69.0,605.8333333333333,0.11389270976616232
PP Ojha,death,269,44.833333333333336,299.0,0.14994425863991082
PP Ojha,middle,1302,217.0,299.0,0.725752508361204
PP Ojha,powerplay,223,37.166666666666664,299.0,0.12430323299888517
PVD Chameera,death,424,70.66666666666667,231.16666666666669,0.3056957462148522
PVD Chameera,middle,399,66.5,231.16666666666669,0.2876712328767123
PVD Chameera,powerplay,564,94.0,231.16666666666669,0.40663302090843545
PWA Mulder,death,24,4.0,8.666666666666668,0.46153846153846145
PWA Mulder,middle,28,4.666666666666667,8.666666666666668,0.5384615384615384
PWH de Silva,death,291,48.5,313.5,0.1547049441786284
PWH de Silva,middle,1425,237.5,313.5,0.7575757575757576
PWH de Silva,powerplay,165,27.5,313.5,0.08771929824561403
Parvez Rasool,death,6,1.0,35.333333333333336,0.028301886792452827
Parvez Rasool,middle,135,22.5,35.333333333333336,0.6367924528301886
Parvez Rasool,powerplay,71,11.833333333333334,35.333333333333336,0.33490566037735847
R Ashwin,death,674,112.33333333333333,878.5000000000001,0.12786947448302027
R Ashwin,middle,3203,533.8333333333334,878.5000000000001,0.6076645797761335
R Ashwin,powerplay,1394,232.33333333333334,878.5000000000001,0.26446594574084614
R Bhatia,death,198,33.0,245.66666666666666,0.13432835820895522
R Bhatia,middle,1264,210.66666666666666,245.66666666666666,0.8575305291723202
R Bhatia,powerplay,12,2.0,245.66666666666666,0.00814111261872456
R Dhawan,death,77,12.833333333333334,103.66666666666666,0.12379421221864953
R Dhawan,middle,399,66.5,103.66666666666666,0.6414790996784566
R Dhawan,powerplay,146,24.333333333333332,103.66666666666666,0.2347266881028939
R McLaren,death,118,19.666666666666668,76.16666666666667,0.25820568927789933
R McLaren,middle,170,28.333333333333332,76.16666666666667,0.3719912472647702
R McLaren,powerplay,169,28.166666666666668,76.16666666666667,0.3698030634573304
R Parag,death,21,3.5,55.333333333333336,0.06325301204819277
R Parag,middle,302,50.333333333333336,55.333333333333336,0.9096385542168675
R Parag,powerplay,9,1.5,55.333333333333336,0.02710843373493976
R Powell,death,26,4.333333333333333,17.166666666666668,0.25242718446601936
R Powell,middle,77,12.833333333333334,17.166666666666668,0.7475728155339806
R Rampaul,death,127,21.166666666666668,98.5,0.2148900169204738
R Rampaul,middle,129,21.5,98.5,0.2182741116751269
R Rampaul,powerplay,335,55.833333333333336,98.5,0.5668358714043994
R Ravindra,death,9,1.5,25.5,0.058823529411764705
R Ravindra,middle,140,23.333333333333332,25.5,0.9150326797385621
R Ravindra,powerplay,4,0.6666666666666666,25.5,0.0261437908496732
R Sai Kishore,death,72,12.0,68.16666666666666,0.176039119804401
R Sai Kishore,middle,319,53.166666666666664,68.16666666666666,0.7799511002444989
R Sai Kishore,powerplay,18,3.0,68.16666666666666,0.04400977995110025
R Sharma,death,143,23.833333333333332,149.66666666666666,0.15924276169265034
R Sharma,middle,674,112.33333333333333,149.66666666666666,0.7505567928730512
R Sharma,powerplay,81,13.5,149.66666666666666,0.09020044543429845
R Shepherd,death,318,53.0,186.0,0.2849462365591398
R Shepherd,middle,594,99.0,186.0,0.532258064516129
R Shepherd,powerplay,204,34.0,186.0,0.1827956989247312
R Tewatia,death,42,7.0,135.83333333333331,0.05153374233128835
R Tewatia,middle,761,126.83333333333333,135.83333333333331,0.9337423312883436
R Tewatia,powerplay,12,2.0,135.83333333333331,0.0147239263803681
R Vinay Kumar,death,615,102.5,333.5,0.3073463268365817
R Vinay Kumar,middle,640,106.66666666666667,333.5,0.31984007996002
R Vinay Kumar,powerplay,746,124.33333333333333,333.5,0.3728135932033983
RA Jadeja,death,630,105.0,802.0,0.13092269326683292
RA Jadeja,middle,3995,665.8333333333334,802.0,0.8302161263507898
RA Jadeja,powerplay,187,31.166666666666668,802.0,0.03886118038237739
RA Tripathi,middle,6,1.0,1.0,1.0
RD Chahar,death,163,27.166666666666668,280.0,0.09702380952380953
RD Chahar,middle,1445,240.83333333333334,280.0,0.8601190476190477
RD Chahar,powerplay,72,12.0,280.0,0.04285714285714286
RE van der Merwe,death,124,20.666666666666668,101.0,0.20462046204620463
RE van der Merwe,middle,440,73.33333333333333,101.0,0.726072607260726
RE van der Merwe,powerplay,42,7.0,101.0,0.06930693069306931
RG Sharma,death,53,8.833333333333334,63.66666666666667,0.1387434554973822
RG Sharma,middle,281,46.833333333333336,63.66666666666667,0.7356020942408377
RG Sharma,powerplay,48,8.0,63.66666666666667,0.1256544502617801
RJ Gleeson,death,50,8.333333333333334,23.5,0.3546099290780142
RJ Gleeson,middle,43,7.166666666666667,23.5,0.3049645390070922
RJ Gleeson,powerplay,48,8.0,23.5,0.3404255319148936
RJ Harris,death,238,39.666666666666664,130.5,0.30395913154533843
RJ Harris,middle,137,22.833333333333332,130.5,0.17496807151979565
RJ Harris,powerplay,408,68.0,130.5,0.5210727969348659
RJ Peterson,death,55,9.166666666666666,52.166666666666664,0.1757188498402556
RJ Peterson,middle,205,34.166666666666664,52.166666666666664,0.6549520766773163
RJ Peterson,powerplay,53,8.833333333333334,52.166666666666664,0.16932907348242812
RJW Topley,death,160,26.666666666666668,92.16666666666667,0.28933092224231466
RJW Topley,middle,94,15.666666666666666,92.16666666666667,0.16998191681735983
RJW Topley,powerplay,299,49.833333333333336,92.16666666666667,0.5406871609403255
RK Singh,death,7,1.1666666666666667,1.1666666666666667,1.0
RP Meredith,death,129,21.5,81.33333333333333,0.26434426229508196
RP Meredith,middle,199,33.166666666666664,81.33333333333333,0.4077868852459016
RP Meredith,powerplay,160,26.666666666666668,81.33333333333333,0.3278688524590164
RP Singh,death,499,83.16666666666667,286.83333333333337,0.28994770482277743
RP Singh,middle,241,40.166666666666664,286.83333333333337,0.14003486345148167
RP Singh,powerplay,981,163.5,286.83333333333337,0.5700174317257408
RR Sarwan,death,2,0.3333333333333333,1.1666666666666667,0.2857142857142857
RR Sarwan,middle,5,0.8333333333333334,1.1666666666666667,0.7142857142857143
RS Bopara,death,115,19.166666666666668,75.33333333333333,0.25442477876106195
RS Bopara,middle,337,56.166666666666664,75.33333333333333,0.745575221238938
RW Price,death,20,3.3333333333333335,44.0,0.07575757575757576
RW Price,middle,126,21.0,44.0,0.4772727272727273
RW Price,powerplay,118,19.666666666666668,44.0,0.446969696969697
Ramandeep Singh,death,38,6.333333333333333,11.5,0.5507246376811594
Ramandeep Singh,middle,31,5.166666666666667,11.5,0.44927536231884063
Rashid Khan,death,579,96.5,557.0,0.1732495511669659
Rashid Khan,middle,2413,402.1666666666667,557.0,0.7220227408737283
Rashid Khan,powerplay,350,58.333333333333336,557.0,0.1047277079593058
Ravi Bishnoi,death,340,56.666666666666664,366.0,0.15482695810564662
Ravi Bishnoi,middle,1637,272.8333333333333,366.0,0.7454462659380692
Ravi Bishnoi,powerplay,219,36.5,366.0,0.09972677595628415
S Aravind,death,139,23.166666666666668,123.5,0.18758434547908234
S Aravind,middle,180,30.0,123.5,0.242914979757085
S Aravind,powerplay,422,70.33333333333333,123.5,0.5695006747638326
S Badree,death,12,2.0,133.16666666666666,0.015018773466833543
S Badree,middle,254,42.333333333333336,133.16666666666666,0.31789737171464333
S Badree,powerplay,533,88.83333333333333,133.16666666666666,0.6670838548185232
S Dhawan,middle,29,4.833333333333333,7.833333333333333,0.6170212765957447
S Dhawan,powerplay,18,3.0,7.833333333333333,0.3829787234042553
S Dube,death,66,11.0,58.166666666666664,0.18911174785100288
S Dube,middle,283,47.166666666666664,58.166666666666664,0.8108882521489972
S Gopal,death,55,9.166666666666666,163.83333333333331,0.05595116988809766
S Gopal,middle,814,135.66666666666666,163.83333333333331,0.8280773143438455
S Gopal,powerplay,114,19.0,163.83333333333331,0.11597151576805698
S Joseph,death,65,10.833333333333334,44.5,0.24344569288389514
S Joseph,middle,100,16.666666666666668,44.5,0.37453183520599254
S Joseph,powerplay,102,17.0,44.5,0.38202247191011235
S Kaul,death,408,68.0,198.16666666666669,0.3431455004205214
S Kaul,middle,427,71.16666666666667,198.16666666666669,0.35912531539108494
S Kaul,powerplay,354,59.0,198.16666666666669,0.29772918418839356
