venue,phase,four_modifier,six_modifier,wicket_modifier
Kennington Oval,powerplay,1.1545174371636182,0.8678635804472982,1.068100880708099
"Kensington Oval, Bridgetown",death,0.8406259108759012,0.9969768524554588,1.1224302612703325
"Kensington Oval, Bridgetown",middle,0.8422123283906868,1.1090698671540649,1.1171556752990723
"Kensington Oval, Bridgetown",powerplay,0.7907854413923785,0.8439546127943004,1.190704067105038
"Kensington Oval, Bridgetown, Barbados",death,0.9245964158616973,1.202949504779724,0.9735711072509489
"Kensington Oval, Bridgetown, Barbados",middle,0.6198482709125716,1.4579471929178693,1.246882349525275
"Kensington Oval, Bridgetown, Barbados",powerplay,0.9200909542084276,1.7452932938046557,0.9178959813767936
Kingsmead,death,0.9697866646894997,0.8272325527188314,1.2423898615529505
Kingsmead,middle,0.8795882200062622,0.7476716420889132,0.9472247781364407
Kingsmead,powerplay,0.9194793754516726,1.0495261711647936,0.9777564477156279
"Kingsmead, Durban",death,1.0152054599051268,0.9228469495823344,1.1349474937907598
"Kingsmead, Durban",middle,1.3700355401730682,1.6172811270383864,0.9438252725796135
"Kingsmead, Durban",powerplay,1.0760929033804185,1.7186120945337662,1.3811092959005031
Lord's,death,1.0721766597990978,0.5967747060170503,0.9341758751751226
Lord's,middle,0.8178222444591284,0.5,0.8400065098760787
Lord's,powerplay,0.9208529206637082,0.5,0.8839654102044275
M Chinnaswamy Stadium,death,1.1280509392469968,1.2378322741134653,1.0396439157112292
M Chinnaswamy Stadium,middle,1.069442115245776,1.0355226202366514,1.0267318405872763
M Chinnaswamy Stadium,powerplay,0.8938178516452862,0.9535809481278869,0.9909146594405811
"M Chinnaswamy Stadium, Bangalore",powerplay,0.8735155004243211,1.2242110468426888,1.2378772563736142
"M Chinnaswamy Stadium, Bengaluru",death,1.077424107880679,1.4348361348003886,0.9251598673519893
"M Chinnaswamy Stadium, Bengaluru",middle,1.175307428782953,1.7066154442566235,1.1001244727324064
"M Chinnaswamy Stadium, Bengaluru",powerplay,1.0824893494451246,1.5975637323772436,1.080573828277119
M.Chinnaswamy Stadium,death,0.941843002989207,1.372434957102376,0.9982045314207005
