bowler,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
Ramandeep Singh,death,W,5.0,45.0,0.1111111111111111,0.08016137295081967,0.09654652844744455
Ramandeep Singh,death,Wd,7.0,45.0,0.15555555555555556,0.04340420081967213,0.1027784474445516
Ramandeep Singh,death,Nb,0.0,45.0,0.0,0.006570184426229508,0.0030918514946962393
Ramandeep Singh,middle,0,2.0,37.0,0.05405405405405406,0.2808889845966761,0.17189038160866293
Ramandeep Singh,middle,1,19.0,37.0,0.5135135135135135,0.4414331678151601,0.47606917808579746
Ramandeep Singh,middle,2,2.0,37.0,0.05405405405405406,0.06664217673287394,0.060593338562531913
Ramandeep Singh,middle,3,0.0,37.0,0.0,0.002286430887717876,0.0011877563053079875
Ramandeep Singh,middle,4,4.0,37.0,0.10810810810810811,0.08739739562221321,0.09734929642712374
Ramandeep Singh,middle,6,3.0,37.0,0.08108108108108109,0.048281059991892986,0.06404210908669765
Ramandeep Singh,middle,W,1.0,37.0,0.02702702702702703,0.04221980137819214,0.034919377339320594
Ramandeep Singh,middle,Wd,6.0,37.0,0.16216216216216217,0.028171868666396434,0.0925568148916345
Ramandeep Singh,middle,Nb,0.0,37.0,0.0,0.002679114308877179,0.0013917476929232097
Rashid Khan,death,0,172.0,587.0,0.293015332197615,0.21696977459016392,0.2881639409626899
Rashid Khan,death,1,224.0,587.0,0.38160136286201024,0.37083760245901637,0.38091467958271236
Rashid Khan,death,2,37.0,587.0,0.06303236797274275,0.08837090163934426,0.06464886134860251
Rashid Khan,death,3,0.0,587.0,0.0,0.002651127049180328,0.00016913091222841008
Rashid Khan,death,4,50.0,587.0,0.08517887563884156,0.11151383196721311,0.08685893664862603
Rashid Khan,death,6,53.0,587.0,0.09028960817717206,0.07952100409836066,0.08960261589144247
Rashid Khan,death,W,43.0,587.0,0.07325383304940375,0.08016137295081967,0.07369450545140796
Rashid Khan,death,Wd,8.0,587.0,0.013628620102214651,0.04340420081967213,0.015528178680680838
Rashid Khan,death,Nb,0.0,587.0,0.0,0.006570184426229508,0.00041915052160953803
Rashid Khan,middle,0,772.0,2438.0,0.3166529942575882,0.2808889845966761,0.31607568982399803
Rashid Khan,middle,1,1109.0,2438.0,0.45488105004101725,0.4414331678151601,0.4546639736531906
Rashid Khan,middle,2,136.0,2438.0,0.05578342904019688,0.06664217673287394,0.055958711488827674
Rashid Khan,middle,3,2.0,2438.0,0.0008203445447087777,0.002286430887717876,0.0008440101838211117
Rashid Khan,middle,4,170.0,2438.0,0.06972928630024611,0.08739739562221321,0.07001448580503976
Rashid Khan,middle,6,107.0,2438.0,0.043888433141919606,0.048281059991892986,0.043959339144340484
Rashid Khan,middle,W,117.0,2438.0,0.04799015586546349,0.04221980137819214,0.047897010514579376
Rashid Khan,middle,Wd,25.0,2438.0,0.010254306808859722,0.028171868666396434,0.010543532988965237
Rashid Khan,middle,Nb,0.0,2438.0,0.0,0.002679114308877179,4.3246397237726856e-05
Rashid Khan,powerplay,0,132.0,356.0,0.3707865168539326,0.4228881521678736,0.3760493082997852
Rashid Khan,powerplay,1,124.0,356.0,0.34831460674157305,0.25764450947345025,0.33915601105792426
Rashid Khan,powerplay,2,20.0,356.0,0.056179775280898875,0.04384827662845184,0.054934169356409275
Rashid Khan,powerplay,3,1.0,356.0,0.0028089887640449437,0.005028429611245902,0.0030331747082066565
Rashid Khan,powerplay,4,37.0,356.0,0.10393258426966293,0.15223269683107069,0.10881138351828998
Rashid Khan,powerplay,6,20.0,356.0,0.056179775280898875,0.040523771600022226,0.054598360767679016
Rashid Khan,powerplay,W,16.0,356.0,0.0449438202247191,0.03919952586446391,0.04436358847115797
Rashid Khan,powerplay,Wd,6.0,356.0,0.016853932584269662,0.03486563072990943,0.018673296033324183
Rashid Khan,powerplay,Nb,0.0,356.0,0.0,0.003769007093512122,0.0003807077872234467
Ravi Bishnoi,death,0,104.0,350.0,0.29714285714285715,0.21696977459016392,0.2889199768810425
Ravi Bishnoi,death,1,111.0,350.0,0.3171428571428571,0.37083760245901637,0.322650010508617
Ravi Bishnoi,death,2,23.0,350.0,0.06571428571428571,0.08837090163934426,0.0680380411937789
Ravi Bishnoi,death,3,1.0,350.0,0.002857142857142857,0.002651127049180328,0.002836013030685162
Ravi Bishnoi,death,4,41.0,350.0,0.11714285714285715,0.11151383196721311,0.11656552122740646
Ravi Bishnoi,death,6,28.0,350.0,0.08,0.07952100409836066,0.07995087221521648
Ravi Bishnoi,death,W,32.0,350.0,0.09142857142857143,0.08016137295081967,0.0902729613282892
Ravi Bishnoi,death,Wd,9.0,350.0,0.025714285714285714,0.04340420081967213,0.027528635981504835
Ravi Bishnoi,death,Nb,1.0,350.0,0.002857142857142857,0.006570184426229508,0.003237967633459437
Ravi Bishnoi,middle,0,494.0,1703.0,0.2900763358778626,0.2808889845966761,0.28986549591730754
Ravi Bishnoi,middle,1,713.0,1703.0,0.4186729301233118,0.4414331678151601,0.4191952534208872
Ravi Bishnoi,middle,2,104.0,1703.0,0.061068702290076333,0.06664217673287394,0.061196607612917356
Ravi Bishnoi,middle,3,4.0,1703.0,0.002348796241926013,0.002286430887717876,0.0023473650232408005
Ravi Bishnoi,middle,4,152.0,1703.0,0.0892542571931885,0.08739739562221321,0.08921164419098596
Ravi Bishnoi,middle,6,96.0,1703.0,0.05637110980622431,0.048281059991892986,0.056185451749670524
Ravi Bishnoi,middle,W,74.0,1703.0,0.04345273047563124,0.04221980137819214,0.04342443606146167
Ravi Bishnoi,middle,Wd,60.0,1703.0,0.03523194362889019,0.028171868666396434,0.03506992240198271
Ravi Bishnoi,middle,Nb,6.0,1703.0,0.0035231943628890195,0.002679114308877179,0.0035038236215462347
Ravi Bishnoi,powerplay,0,88.0,230.0,0.3826086956521739,0.4228881521678736,0.3885760225433887
Ravi Bishnoi,powerplay,1,63.0,230.0,0.27391304347826084,0.25764450947345025,0.271502890292363
Ravi Bishnoi,powerplay,2,7.0,230.0,0.030434782608695653,0.04384827662845184,0.03242196690791879
Ravi Bishnoi,powerplay,3,0.0,230.0,0.0,0.005028429611245902,0.0007449525349993929
Ravi Bishnoi,powerplay,4,36.0,230.0,0.1565217391304348,0.15223269683107069,0.15588632545645492
Ravi Bishnoi,powerplay,6,13.0,230.0,0.05652173913043478,0.040523771600022226,0.05415166986666996
Ravi Bishnoi,powerplay,W,12.0,230.0,0.05217391304347826,0.03919952586446391,0.05025178160955021
Ravi Bishnoi,powerplay,Wd,11.0,230.0,0.04782608695652174,0.03486563072990943,0.04590601936739399
Ravi Bishnoi,powerplay,Nb,0.0,230.0,0.0,0.003769007093512122,0.0005583714212610551
S Aravind,death,0,21.0,144.0,0.14583333333333334,0.21696977459016392,0.16129777708481824
S Aravind,death,1,61.0,144.0,0.4236111111111111,0.37083760245901637,0.41213860923022094
S Aravind,death,2,11.0,144.0,0.0763888888888889,0.08837090163934426,0.07899367426942266
S Aravind,death,3,0.0,144.0,0.0,0.002651127049180328,0.0005763319672131147
S Aravind,death,4,15.0,144.0,0.10416666666666667,0.11151383196721311,0.10576387651461155
S Aravind,death,6,16.0,144.0,0.1111111111111111,0.07952100409836066,0.10424369654312189
S Aravind,death,W,15.0,144.0,0.10416666666666667,0.08016137295081967,0.09894812455452602
S Aravind,death,Wd,5.0,144.0,0.034722222222222224,0.04340420081967213,0.03660960887384177
S Aravind,death,Nb,0.0,144.0,0.0,0.006570184426229508,0.0014283009622238062
S Aravind,middle,0,48.0,185.0,0.2594594594594595,0.2808889845966761,0.2632691528171868
S Aravind,middle,1,77.0,185.0,0.41621621621621624,0.4414331678151601,0.42069922983380625
S Aravind,middle,2,8.0,185.0,0.043243243243243246,0.06664217673287394,0.04740305364139981
S Aravind,middle,3,0.0,185.0,0.0,0.002286430887717876,0.00040647660226095575
S Aravind,middle,4,27.0,185.0,0.14594594594594595,0.08739739562221321,0.13553731477728234
S Aravind,middle,6,8.0,185.0,0.043243243243243246,0.048281059991892986,0.04413885510966986
S Aravind,middle,W,12.0,185.0,0.06486486486486487,0.04221980137819214,0.06083907580056749
S Aravind,middle,Wd,5.0,185.0,0.02702702702702703,0.028171868666396434,0.027230554429581586
S Aravind,middle,Nb,0.0,185.0,0.0,0.002679114308877179,0.0004762869882448318
S Aravind,powerplay,0,166.0,438.0,0.3789954337899543,0.4228881521678736,0.38266846461655846
S Aravind,powerplay,1,133.0,438.0,0.3036529680365297,0.25764450947345025,0.29980288782204606
S Aravind,powerplay,2,23.0,438.0,0.05251141552511415,0.04384827662845184,0.05178646666346877
S Aravind,powerplay,3,2.0,438.0,0.0045662100456621,0.005028429611245902,0.00460488950721723
S Aravind,powerplay,4,62.0,438.0,0.1415525114155251,0.15223269683107069,0.14244625078084275
S Aravind,powerplay,6,16.0,438.0,0.0365296803652968,0.040523771600022226,0.03686391394142446
S Aravind,powerplay,W,20.0,438.0,0.045662100456621,0.03919952586446391,0.04512129923551999
S Aravind,powerplay,Wd,15.0,438.0,0.03424657534246575,0.03486563072990943,0.0342983791405782
S Aravind,powerplay,Nb,1.0,438.0,0.00228310502283105,0.003769007093512122,0.0024074482923441107
S Badree,death,0,4.0,12.0,0.3333333333333333,0.21696977459016392,0.24382290353089534
S Badree,death,1,6.0,12.0,0.5,0.37083760245901637,0.40064430958385877
S Badree,death,2,0.0,12.0,0.0,0.08837090163934426,0.06797761664564943
S Badree,death,3,0.0,12.0,0.0,0.002651127049180328,0.002039328499369483
S Badree,death,4,2.0,12.0,0.16666666666666666,0.11151383196721311,0.12424140920554855
S Badree,death,6,0.0,12.0,0.0,0.07952100409836066,0.061170003152585126
S Badree,death,W,0.0,12.0,0.0,0.08016137295081967,0.06166259457755359
S Badree,death,Wd,0.0,12.0,0.0,0.04340420081967213,0.03338784678436318
S Badree,death,Nb,0.0,12.0,0.0,0.006570184426229508,0.005053988020176545
S Badree,middle,0,77.0,257.0,0.29961089494163423,0.2808889845966761,0.29708942553490586
S Badree,middle,1,116.0,257.0,0.45136186770428016,0.4414331678151601,0.4500246690660148
S Badree,middle,2,18.0,257.0,0.07003891050583658,0.06664217673287394,0.0695814379438214
S Badree,middle,3,0.0,257.0,0.0,0.002286430887717876,0.0003079368198946634
S Badree,middle,4,18.0,257.0,0.07003891050583658,0.08739739562221321,0.0723767536191533
S Badree,middle,6,11.0,257.0,0.042801556420233464,0.048281059991892986,0.043539536699244846
S Badree,middle,W,14.0,257.0,0.054474708171206226,0.04221980137819214,0.05282421567383059
S Badree,middle,Wd,3.0,257.0,0.011673151750972763,0.028171868666396434,0.013895201167191437
S Badree,middle,Nb,0.0,257.0,0.0,0.002679114308877179,0.0003608234759430544
S Badree,powerplay,0,239.0,542.0,0.44095940959409596,0.4228881521678736,0.4397173987744243
S Badree,powerplay,1,154.0,542.0,0.28413284132841327,0.25764450947345025,0.2823123374208557
S Badree,powerplay,2,24.0,542.0,0.04428044280442804,0.04384827662845184,0.04425074066174926
S Badree,powerplay,3,2.0,542.0,0.0036900369003690036,0.005028429611245902,0.0037820226536938763
S Badree,powerplay,4,73.0,542.0,0.13468634686346864,0.15223269683107069,0.13589228156914576
S Badree,powerplay,6,16.0,542.0,0.02952029520295203,0.040523771600022226,0.030276547876290187
S Badree,powerplay,W,25.0,542.0,0.046125461254612546,0.03919952586446391,0.04564945194944769
S Badree,powerplay,Wd,9.0,542.0,0.016605166051660517,0.03486563072990943,0.017860180806179342
S Badree,powerplay,Nb,0.0,542.0,0.0,0.003769007093512122,0.00025903828821389156
S Dhawan,middle,0,10.0,30.0,0.3333333333333333,0.2808889845966761,0.3033651340552435
S Dhawan,middle,1,10.0,30.0,0.3333333333333333,0.4414331678151601,0.39510466732294863
S Dhawan,middle,2,1.0,30.0,0.03333333333333333,0.06664217673287394,0.05236695813307082
S Dhawan,middle,3,0.0,30.0,0.0,0.002286430887717876,0.0013065319358387863
S Dhawan,middle,4,2.0,30.0,0.06666666666666667,0.08739739562221321,0.07851279749840755
S Dhawan,middle,6,3.0,30.0,0.1,0.048281059991892986,0.07044631999536742
S Dhawan,middle,W,3.0,30.0,0.1,0.04221980137819214,0.06698274364468122
S Dhawan,middle,Wd,1.0,30.0,0.03333333333333333,0.028171868666396434,0.03038392495222653
S Dhawan,middle,Nb,0.0,30.0,0.0,0.002679114308877179,0.0015309224622155307
S Dhawan,powerplay,0,6.0,18.0,0.3333333333333333,0.4228881521678736,0.3950952773571542
S Dhawan,powerplay,1,6.0,18.0,0.3333333333333333,0.25764450947345025,0.28113414446444845
S Dhawan,powerplay,2,0.0,18.0,0.0,0.04384827662845184,0.030240190778242648
S Dhawan,powerplay,3,0.0,18.0,0.0,0.005028429611245902,0.0034678824905144154
S Dhawan,powerplay,4,5.0,18.0,0.2777777777777778,0.15223269683107069,0.19119496333177288
S Dhawan,powerplay,6,0.0,18.0,0.0,0.040523771600022226,0.027947428689670505
S Dhawan,powerplay,W,1.0,18.0,0.05555555555555555,0.03919952586446391,0.04427553507894063
S Dhawan,powerplay,Wd,0.0,18.0,0.0,0.03486563072990943,0.024045262572351334
S Dhawan,powerplay,Nb,0.0,18.0,0.0,0.003769007093512122,0.002599315236904912
S Dube,death,0,10.0,71.0,0.14084507042253522,0.21696977459016392,0.16827739624870772
S Dube,death,1,28.0,71.0,0.39436619718309857,0.37083760245901637,0.38588742430955547
S Dube,death,2,5.0,71.0,0.07042253521126761,0.08837090163934426,0.0768904150051691
S Dube,death,3,0.0,71.0,0.0,0.002651127049180328,0.0009553610988037218
S Dube,death,4,11.0,71.0,0.15492957746478872,0.11151383196721311,0.1392842637719687
S Dube,death,6,7.0,71.0,0.09859154929577464,0.07952100409836066,0.091719280756166
S Dube,death,W,5.0,71.0,0.07042253521126761,0.08016137295081967,0.07393202628858367
S Dube,death,Wd,5.0,71.0,0.07042253521126761,0.04340420081967213,0.060686198493575545
S Dube,death,Nb,0.0,71.0,0.0,0.006570184426229508,0.002367634027470093
S Dube,middle,0,52.0,295.0,0.17627118644067796,0.2808889845966761,0.18876286383243893
S Dube,middle,1,131.0,295.0,0.4440677966101695,0.4414331678151601,0.44375321406748175
S Dube,middle,2,18.0,295.0,0.061016949152542375,0.06664217673287394,0.061688618117358075
S Dube,middle,3,0.0,295.0,0.0,0.002286430887717876,0.0002730066731603434
S Dube,middle,4,40.0,295.0,0.13559322033898305,0.08739739562221321,0.12983849499966724
S Dube,middle,6,28.0,295.0,0.09491525423728814,0.048281059991892986,0.08934699223783796
S Dube,middle,W,14.0,295.0,0.04745762711864407,0.04221980137819214,0.04683221508993339
S Dube,middle,Wd,9.0,295.0,0.030508474576271188,0.028171868666396434,0.03022947685568913
S Dube,middle,Nb,3.0,295.0,0.010169491525423728,0.002679114308877179,0.009275118126433097
S Gopal,death,0,10.0,56.0,0.17857142857142858,0.21696977459016392,0.1945707394125683
S Gopal,death,1,32.0,56.0,0.5714285714285714,0.37083760245901637,0.48784900102459017
S Gopal,death,2,3.0,56.0,0.05357142857142857,0.08837090163934426,0.06807120901639345
S Gopal,death,3,1.0,56.0,0.017857142857142856,0.002651127049180328,0.011521302937158471
S Gopal,death,4,1.0,56.0,0.017857142857142856,0.11151383196721311,0.05688076331967213
S Gopal,death,6,2.0,56.0,0.03571428571428571,0.07952100409836066,0.05396708504098361
S Gopal,death,W,6.0,56.0,0.10714285714285714,0.08016137295081967,0.09590057206284153
S Gopal,death,Wd,0.0,56.0,0.0,0.04340420081967213,0.01808508367486339
S Gopal,death,Nb,1.0,56.0,0.017857142857142856,0.006570184426229508,0.013154243510928962
S Gopal,middle,0,220.0,820.0,0.2682926829268293,0.2808889845966761,0.26887855742310124
S Gopal,middle,1,375.0,820.0,0.4573170731707317,0.4414331678151601,0.4565782868751237
S Gopal,middle,2,55.0,820.0,0.06707317073170732,0.06664217673287394,0.06705312449920343
S Gopal,middle,3,3.0,820.0,0.003658536585365854,0.002286430887717876,0.003594717715707808
S Gopal,middle,4,59.0,820.0,0.07195121951219512,0.08739739562221321,0.07266964630800991
S Gopal,middle,6,65.0,820.0,0.07926829268292683,0.048281059991892986,0.07782702604613456
S Gopal,middle,W,37.0,820.0,0.045121951219512194,0.04221980137819214,0.04498696750596243
S Gopal,middle,Wd,6.0,820.0,0.007317073170731708,0.028171868666396434,0.00828706365890216
S Gopal,middle,Nb,0.0,820.0,0.0,0.002679114308877179,0.0001246099678547525
S Gopal,powerplay,0,43.0,114.0,0.37719298245614036,0.4228881521678736,0.3890618577059412
S Gopal,powerplay,1,36.0,114.0,0.3157894736842105,0.25764450947345025,0.30068688557751955
S Gopal,powerplay,2,4.0,114.0,0.03508771929824561,0.04384827662845184,0.037363188734662815
S Gopal,powerplay,3,0.0,114.0,0.0,0.005028429611245902,0.0013060856133106239
S Gopal,powerplay,4,16.0,114.0,0.14035087719298245,0.15223269683107069,0.1434370641119664
S Gopal,powerplay,6,7.0,114.0,0.06140350877192982,0.040523771600022226,0.05598020041559019
S Gopal,powerplay,W,8.0,114.0,0.07017543859649122,0.03919952586446391,0.06212974697778283
S Gopal,powerplay,Wd,0.0,114.0,0.0,0.03486563072990943,0.009056007981794659
S Gopal,powerplay,Nb,0.0,114.0,0.0,0.003769007093512122,0.00097896288143172
S Joseph,death,0,15.0,70.0,0.21428571428571427,0.21696977459016392,0.21526173621460507
S Joseph,death,1,23.0,70.0,0.32857142857142857,0.37083760245901637,0.34394094634873323
S Joseph,death,2,4.0,70.0,0.05714285714285714,0.08837090163934426,0.06849850968703428
S Joseph,death,3,1.0,70.0,0.014285714285714285,0.002651127049180328,0.01005495529061103
S Joseph,death,4,8.0,70.0,0.11428571428571428,0.11151383196721311,0.1132777570789866
S Joseph,death,6,3.0,70.0,0.04285714285714286,0.07952100409836066,0.05618945603576752
S Joseph,death,W,11.0,70.0,0.15714285714285714,0.08016137295081967,0.12914959016393443
S Joseph,death,Wd,3.0,70.0,0.04285714285714286,0.04340420081967213,0.043056073025335324
S Joseph,death,Nb,2.0,70.0,0.02857142857142857,0.006570184426229508,0.020570976154992548
S Joseph,middle,0,31.0,105.0,0.29523809523809524,0.2808889845966761,0.29127971988873824
S Joseph,middle,1,33.0,105.0,0.3142857142857143,0.4414331678151601,0.34936087388004416
S Joseph,middle,2,8.0,105.0,0.0761904761904762,0.06664217673287394,0.07355646254699971
S Joseph,middle,3,0.0,105.0,0.0,0.002286430887717876,0.0006307395552325175
S Joseph,middle,4,16.0,105.0,0.1523809523809524,0.08739739562221321,0.13445445396474848
S Joseph,middle,6,8.0,105.0,0.0761904761904762,0.048281059991892986,0.06849132689431531
S Joseph,middle,W,4.0,105.0,0.0380952380952381,0.04221980137819214,0.039233048656053
S Joseph,middle,Wd,4.0,105.0,0.0380952380952381,0.028171868666396434,0.03535775687348867
S Joseph,middle,Nb,1.0,105.0,0.009523809523809525,0.002679114308877179,0.007635617740379911
S Joseph,powerplay,0,42.0,113.0,0.37168141592920356,0.4228881521678736,0.3850687979523853
S Joseph,powerplay,1,20.0,113.0,0.17699115044247787,0.25764450947345025,0.1980769959407713
S Joseph,powerplay,2,5.0,113.0,0.04424778761061947,0.04384827662845184,0.04414334029502009
S Joseph,powerplay,3,0.0,113.0,0.0,0.005028429611245902,0.0013146221205871638
S Joseph,powerplay,4,21.0,113.0,0.18584070796460178,0.15223269683107069,0.17705429982511653
S Joseph,powerplay,6,9.0,113.0,0.07964601769911504,0.040523771600022226,0.06941797950327379
S Joseph,powerplay,W,5.0,113.0,0.04424778761061947,0.03919952586446391,0.0429279806181605
S Joseph,powerplay,Wd,9.0,113.0,0.07964601769911504,0.03486563072990943,0.06793872698821161
S Joseph,powerplay,Nb,2.0,113.0,0.017699115044247787,0.003769007093512122,0.014057256756473758
S Kaul,death,0,83.0,417.0,0.19904076738609114,0.21696977459016392,0.2006100459159881
S Kaul,death,1,188.0,417.0,0.45083932853717024,0.37083760245901637,0.4438369892743122
S Kaul,death,2,29.0,417.0,0.06954436450839328,0.08837090163934426,0.07119220145639775
S Kaul,death,3,0.0,417.0,0.0,0.002651127049180328,0.00023204613121928473
S Kaul,death,4,48.0,417.0,0.11510791366906475,0.11151383196721311,0.11479333321376044
S Kaul,death,6,27.0,417.0,0.06474820143884892,0.07952100409836066,0.06604122574165082
S Kaul,death,W,33.0,417.0,0.07913669064748201,0.08016137295081967,0.07922637837643937
S Kaul,death,Wd,6.0,417.0,0.014388489208633094,0.04340420081967213,0.016928157620977866
S Kaul,death,Nb,3.0,417.0,0.007194244604316547,0.006570184426229508,0.007139622269254224
S Kaul,middle,0,120.0,441.0,0.272108843537415,0.2808889845966761,0.2728390007980604
S Kaul,middle,1,185.0,441.0,0.41950113378684806,0.4414331678151601,0.4213250035605122
S Kaul,middle,2,32.0,441.0,0.07256235827664399,0.06664217673287394,0.07207003548714128
S Kaul,middle,3,0.0,441.0,0.0,0.002286430887717876,0.00019013978276240134
S Kaul,middle,4,50.0,441.0,0.11337868480725624,0.08739739562221321,0.11121807863802188
S Kaul,middle,6,24.0,441.0,0.05442176870748299,0.048281059991892986,0.05391110686003268
S Kaul,middle,W,16.0,441.0,0.036281179138321996,0.04221980137819214,0.03677503545764591
S Kaul,middle,Wd,10.0,441.0,0.022675736961451247,0.028171868666396434,0.02313279573109326
S Kaul,middle,Nb,4.0,441.0,0.009070294784580499,0.002679114308877179,0.008538803684729911
S Kaul,powerplay,0,134.0,360.0,0.37222222222222223,0.4228881521678736,0.37728881521678737
S Kaul,powerplay,1,101.0,360.0,0.28055555555555556,0.25764450947345025,0.27826445094734503
S Kaul,powerplay,2,23.0,360.0,0.06388888888888888,0.04384827662845184,0.06188482766284518
S Kaul,powerplay,3,0.0,360.0,0.0,0.005028429611245902,0.0005028429611245902
S Kaul,powerplay,4,67.0,360.0,0.18611111111111112,0.15223269683107069,0.18272326968310706
S Kaul,powerplay,6,17.0,360.0,0.04722222222222222,0.040523771600022226,0.046552377160002226
S Kaul,powerplay,W,12.0,360.0,0.03333333333333333,0.03919952586446391,0.033919952586446395
S Kaul,powerplay,Wd,6.0,360.0,0.016666666666666666,0.03486563072990943,0.018486563072990944
S Kaul,powerplay,Nb,0.0,360.0,0.0,0.003769007093512122,0.0003769007093512122
S Nadeem,death,0,18.0,107.0,0.16822429906542055,0.21696977459016392,0.18148837403813983
S Nadeem,death,1,50.0,107.0,0.4672897196261682,0.37083760245901637,0.4410442455670792
S Nadeem,death,2,13.0,107.0,0.12149532710280374,0.08837090163934426,0.11248187799710048
S Nadeem,death,3,0.0,107.0,0.0,0.002651127049180328,0.0007213951154232185
S Nadeem,death,4,8.0,107.0,0.07476635514018691,0.11151383196721311,0.08476566856250697
S Nadeem,death,6,10.0,107.0,0.09345794392523364,0.07952100409836066,0.0896655793464927
S Nadeem,death,W,5.0,107.0,0.04672897196261682,0.08016137295081967,0.05582622393219583
S Nadeem,death,Wd,2.0,107.0,0.018691588785046728,0.04340420081967213,0.02541610906657745
S Nadeem,death,Nb,1.0,107.0,0.009345794392523364,0.006570184426229508,0.00859052637448422
S Nadeem,middle,0,257.0,942.0,0.27282377919320594,0.2808889845966761,0.27315230079823527
S Nadeem,middle,1,469.0,942.0,0.4978768577494692,0.4414331678151601,0.49557772577658493
S Nadeem,middle,2,57.0,942.0,0.06050955414012739,0.06664217673287394,0.06075935546773417
S Nadeem,middle,3,4.0,942.0,0.004246284501061571,0.002286430887717876,0.004166453396648386
S Nadeem,middle,4,66.0,942.0,0.07006369426751592,0.08739739562221321,0.07076975134917367
S Nadeem,middle,6,40.0,942.0,0.04246284501061571,0.048281059991892986,0.042699839510871404
S Nadeem,middle,W,36.0,942.0,0.03821656050955414,0.04221980137819214,0.03837962531072066
S Nadeem,middle,Wd,11.0,942.0,0.01167728237791932,0.028171868666396434,0.012349159619812483
S Nadeem,middle,Nb,2.0,942.0,0.0021231422505307855,0.002679114308877179,0.00214578877021903
S Nadeem,powerplay,0,102.0,299.0,0.3411371237458194,0.4228881521678736,0.35078326279266947
S Nadeem,powerplay,1,115.0,299.0,0.38461538461538464,0.25764450947345025,0.36963357043934514
S Nadeem,powerplay,2,9.0,299.0,0.030100334448160536,0.04384827662845184,0.03172251051663149
S Nadeem,powerplay,3,1.0,299.0,0.0033444816053511705,0.005028429611245902,0.0035431775352502536
S Nadeem,powerplay,4,37.0,299.0,0.12374581939799331,0.15223269683107069,0.1271071028709228
S Nadeem,powerplay,6,17.0,299.0,0.056856187290969896,0.040523771600022226,0.054929058595872826
S Nadeem,powerplay,W,9.0,299.0,0.030100334448160536,0.03919952586446391,0.031173985352739103
S Nadeem,powerplay,Wd,8.0,299.0,0.026755852842809364,0.03486563072990943,0.027712758788189903
S Nadeem,powerplay,Nb,1.0,299.0,0.0033444816053511705,0.003769007093512122,0.0033945731083790116
S Randiv,death,0,6.0,26.0,0.23076923076923078,0.21696977459016392,0.22240592399403875
S Randiv,death,1,9.0,26.0,0.34615384615384615,0.37083760245901637,0.36111369846000996
S Randiv,death,2,4.0,26.0,0.15384615384615385,0.08837090163934426,0.1141641828117238
S Randiv,death,3,0.0,26.0,0.0,0.002651127049180328,0.0016067436661698956
S Randiv,death,4,1.0,26.0,0.038461538461538464,0.11151383196721311,0.08273565573770492
S Randiv,death,6,2.0,26.0,0.07692307692307693,0.07952100409836066,0.07849757824143071
S Randiv,death,W,4.0,26.0,0.15384615384615385,0.08016137295081967,0.10918871087928464
S Randiv,death,Wd,0.0,26.0,0.0,0.04340420081967213,0.02630557625434675
S Randiv,death,Nb,0.0,26.0,0.0,0.006570184426229508,0.003981929955290611
S Randiv,middle,0,62.0,208.0,0.2980769230769231,0.2808889845966761,0.2953046749349478
S Randiv,middle,1,93.0,208.0,0.44711538461538464,0.4414331678151601,0.44619889803470325
S Randiv,middle,2,16.0,208.0,0.07692307692307693,0.06664217673287394,0.07526486721497966
S Randiv,middle,3,1.0,208.0,0.004807692307692308,0.002286430887717876,0.004401037239954496
S Randiv,middle,4,19.0,208.0,0.09134615384615384,0.08739739562221321,0.09070925735842149
S Randiv,middle,6,5.0,208.0,0.02403846153846154,0.048281059991892986,0.027948558063208544
S Randiv,middle,W,6.0,208.0,0.028846153846153848,0.04221980137819214,0.031003193770676153
S Randiv,middle,Wd,6.0,208.0,0.028846153846153848,0.028171868666396434,0.028737398171999422
S Randiv,middle,Nb,0.0,208.0,0.0,0.002679114308877179,0.0004321152111092224
S Randiv,powerplay,0,4.0,14.0,0.2857142857142857,0.4228881521678736,0.38732455716138786
S Randiv,powerplay,1,5.0,14.0,0.35714285714285715,0.25764450947345025,0.2834403773877409
S Randiv,powerplay,2,2.0,14.0,0.14285714285714285,0.04384827662845184,0.06951724194700136
S Randiv,powerplay,3,0.0,14.0,0.0,0.005028429611245902,0.0037247626749969645
S Randiv,powerplay,4,0.0,14.0,0.0,0.15223269683107069,0.11276496061560791
S Randiv,powerplay,6,0.0,14.0,0.0,0.040523771600022226,0.03001760859260906
S Randiv,powerplay,W,2.0,14.0,0.14285714285714285,0.03919952586446391,0.06607372286256587
S Randiv,powerplay,Wd,1.0,14.0,0.07142857142857142,0.03486563072990943,0.044344911651784766
S Randiv,powerplay,Nb,0.0,14.0,0.0,0.003769007093512122,0.002791857106305276
S Sandeep Warrier,middle,0,8.0,35.0,0.22857142857142856,0.2808889845966761,0.25647412511822726
S Sandeep Warrier,middle,1,19.0,35.0,0.5428571428571428,0.4414331678151601,0.4887643561680854
S Sandeep Warrier,middle,2,2.0,35.0,0.05714285714285714,0.06664217673287394,0.06220916092419943
S Sandeep Warrier,middle,3,0.0,35.0,0.0,0.002286430887717876,0.0012194298067828672
S Sandeep Warrier,middle,4,2.0,35.0,0.05714285714285714,0.08739739562221321,0.07327861099851371
S Sandeep Warrier,middle,6,2.0,35.0,0.05714285714285714,0.048281059991892986,0.05241656532900959
