batter,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
KC Sangakkara,middle,Wd,27.0,1218.0,0.022167487684729065,0.028171868666396434,0.022358405998931526
KC Sangakkara,middle,Nb,3.0,1218.0,0.0024630541871921183,0.002679114308877179,0.002469924143366524
KC Sangakkara,powerplay,0,257.0,579.0,0.4438687392055268,0.4228881521678736,0.4425129662144021
KC Sangakkara,powerplay,1,152.0,579.0,0.26252158894645944,0.25764450947345025,0.2622064303375412
KC Sangakkara,powerplay,2,20.0,579.0,0.03454231433506045,0.04384827662845184,0.03514366892590965
KC Sangakkara,powerplay,3,4.0,579.0,0.0069084628670120895,0.005028429611245902,0.006786974449838184
KC Sangakkara,powerplay,4,96.0,579.0,0.16580310880829016,0.15223269683107069,0.16492618396323558
KC Sangakkara,powerplay,6,8.0,579.0,0.013816925734024179,0.040523771600022226,0.015542731605817268
KC Sangakkara,powerplay,W,18.0,579.0,0.031088082901554404,0.03919952586446391,0.03161224722872141
KC Sangakkara,powerplay,Wd,20.0,579.0,0.03454231433506045,0.03486563072990943,0.0345632071554061
KC Sangakkara,powerplay,Nb,4.0,579.0,0.0069084628670120895,0.003769007093512122,0.006705590119128409
KD Karthik,death,0,244.0,1238.0,0.19709208400646203,0.21696977459016392,0.197714233946484
KD Karthik,death,1,464.0,1238.0,0.37479806138933763,0.37083760245901637,0.3746741033633495
KD Karthik,death,2,99.0,1238.0,0.07996768982229402,0.08837090163934426,0.08023070114677133
KD Karthik,death,3,1.0,1238.0,0.0008077544426494346,0.002651127049180328,0.0008654499858898382
KD Karthik,death,4,177.0,1238.0,0.1429725363489499,0.11151383196721311,0.14198791336360606
KD Karthik,death,6,98.0,1238.0,0.0791599353796446,0.07952100409836066,0.07917123643500346
KD Karthik,death,W,92.0,1238.0,0.07431340872374798,0.08016137295081967,0.07449644359783474
KD Karthik,death,Wd,56.0,1238.0,0.045234248788368334,0.04340420081967213,0.045176970291695526
KD Karthik,death,Nb,7.0,1238.0,0.005654281098546042,0.006570184426229508,0.005682947869365555
KD Karthik,middle,0,615.0,2001.0,0.3073463268365817,0.2808889845966761,0.3068278095952313
KD Karthik,middle,1,841.0,2001.0,0.42028985507246375,0.4414331678151601,0.42070422670877333
KD Karthik,middle,2,134.0,2001.0,0.06696651674162919,0.06664217673287394,0.06696016024954188
KD Karthik,middle,3,3.0,2001.0,0.0014992503748125937,0.002286430887717876,0.001514677724404074
KD Karthik,middle,4,214.0,2001.0,0.10694652673663169,0.08739739562221321,0.10656339824835302
KD Karthik,middle,6,59.0,2001.0,0.02948525737131434,0.048281059991892986,0.029853621949865614
KD Karthik,middle,W,87.0,2001.0,0.043478260869565216,0.04221980137819214,0.043453597283257074
KD Karthik,middle,Wd,45.0,2001.0,0.022488755622188907,0.028171868666396434,0.022600134613746135
KD Karthik,middle,Nb,3.0,2001.0,0.0014992503748125937,0.002679114308877179,0.0015223736268275784
KD Karthik,powerplay,0,203.0,408.0,0.49754901960784315,0.4228881521678736,0.49088287072927445
KD Karthik,powerplay,1,102.0,408.0,0.25,0.25764450947345025,0.2506825454887009
KD Karthik,powerplay,2,11.0,408.0,0.02696078431372549,0.04384827662845184,0.028468596127540345
KD Karthik,powerplay,3,1.0,408.0,0.0024509803921568627,0.005028429611245902,0.0026811097867183837
KD Karthik,powerplay,4,61.0,408.0,0.14950980392156862,0.15223269683107069,0.14975291935991702
KD Karthik,powerplay,6,7.0,408.0,0.01715686274509804,0.040523771600022226,0.01924319389285913
KD Karthik,powerplay,W,13.0,408.0,0.031862745098039214,0.03919952586446391,0.03251781480932713
KD Karthik,powerplay,Wd,10.0,408.0,0.024509803921568627,0.03486563072990943,0.025434431315170484
KD Karthik,powerplay,Nb,0.0,408.0,0.0,0.003769007093512122,0.0003365184904921538
KH Pandya,death,0,120.0,540.0,0.2222222222222222,0.21696977459016392,0.22185998445449404
KH Pandya,death,1,200.0,540.0,0.37037037037037035,0.37083760245901637,0.37040259327303565
KH Pandya,death,2,46.0,540.0,0.08518518518518518,0.08837090163934426,0.08540488976823064
KH Pandya,death,3,1.0,540.0,0.001851851851851852,0.002651127049180328,0.001906974279253816
KH Pandya,death,4,67.0,540.0,0.12407407407407407,0.11151383196721311,0.12320785048049746
KH Pandya,death,6,40.0,540.0,0.07407407407407407,0.07952100409836066,0.0744497244205766
KH Pandya,death,W,36.0,540.0,0.06666666666666667,0.08016137295081967,0.06759733606557378
KH Pandya,death,Wd,29.0,540.0,0.053703703703703705,0.04340420081967213,0.052993393159977385
KH Pandya,death,Nb,1.0,540.0,0.001851851851851852,0.006570184426229508,0.0021772540983606556
KH Pandya,middle,0,287.0,852.0,0.3368544600938967,0.2808889845966761,0.334344797515546
KH Pandya,middle,1,313.0,852.0,0.3673708920187793,0.4414331678151601,0.3706920703056125
KH Pandya,middle,2,71.0,852.0,0.08333333333333333,0.06664217673287394,0.08258485097456833
KH Pandya,middle,3,4.0,852.0,0.004694835680751174,0.002286430887717876,0.004586835465816945
KH Pandya,middle,4,78.0,852.0,0.09154929577464789,0.08739739562221321,0.09136311191131001
KH Pandya,middle,6,32.0,852.0,0.03755868544600939,0.048281059991892986,0.03803950941667681
KH Pandya,middle,W,42.0,852.0,0.04929577464788732,0.04221980137819214,0.048978466429515345
KH Pandya,middle,Wd,24.0,852.0,0.028169014084507043,0.028171868666396434,0.028169142092663517
KH Pandya,middle,Nb,1.0,852.0,0.0011737089201877935,0.002679114308877179,0.0012412158882904565
KH Pandya,powerplay,0,31.0,68.0,0.45588235294117646,0.4228881521678736,0.44366227858069396
KH Pandya,powerplay,1,14.0,68.0,0.20588235294117646,0.25764450947345025,0.2250535220272038
KH Pandya,powerplay,2,4.0,68.0,0.058823529411764705,0.04384827662845184,0.0532771394920192
KH Pandya,powerplay,3,1.0,68.0,0.014705882352941176,0.005028429611245902,0.01112164059675774
KH Pandya,powerplay,4,9.0,68.0,0.1323529411764706,0.15223269683107069,0.13971581364113728
KH Pandya,powerplay,6,2.0,68.0,0.029411764705882353,0.040523771600022226,0.03352732281482305
KH Pandya,powerplay,W,5.0,68.0,0.07352941176470588,0.03919952586446391,0.06081463920906071
KH Pandya,powerplay,Wd,2.0,68.0,0.029411764705882353,0.03486563072990943,0.03143171508515164
KH Pandya,powerplay,Nb,0.0,68.0,0.0,0.003769007093512122,0.001395928553152638
KJ Abbott,death,0,6.0,25.0,0.24,0.21696977459016392,0.22582755359394704
KJ Abbott,death,1,11.0,25.0,0.44,0.37083760245901637,0.39743852459016393
KJ Abbott,death,2,3.0,25.0,0.12,0.08837090163934426,0.10053593947036571
KJ Abbott,death,3,1.0,25.0,0.04,0.002651127049180328,0.017016078184110973
KJ Abbott,death,4,2.0,25.0,0.08,0.11151383196721311,0.09939312736443884
KJ Abbott,death,6,1.0,25.0,0.04,0.07952100409836066,0.06432061790668349
KJ Abbott,death,W,1.0,25.0,0.04,0.08016137295081967,0.06471469104665825
KJ Abbott,death,Wd,0.0,25.0,0.0,0.04340420081967213,0.026710277427490544
KJ Abbott,death,Nb,0.0,25.0,0.0,0.006570184426229508,0.0040431904161412355
KJ Abbott,middle,0,0.0,3.0,0.0,0.2808889845966761,0.26129207869458243
KJ Abbott,middle,1,0.0,3.0,0.0,0.4414331678151601,0.410635504944335
KJ Abbott,middle,2,1.0,3.0,0.3333333333333333,0.06664217673287394,0.08524853649569669
KJ Abbott,middle,3,0.0,3.0,0.0,0.002286430887717876,0.0021269124536910473
KJ Abbott,middle,4,0.0,3.0,0.0,0.08739739562221321,0.08129990290438438
KJ Abbott,middle,6,0.0,3.0,0.0,0.048281059991892986,0.044912613945946964
KJ Abbott,middle,W,2.0,3.0,0.6666666666666666,0.04221980137819214,0.08578586174715548
KJ Abbott,middle,Wd,0.0,3.0,0.0,0.028171868666396434,0.02620638945711296
KJ Abbott,middle,Nb,0.0,3.0,0.0,0.002679114308877179,0.00249219935709505
KK Ahmed,death,0,3.0,11.0,0.2727272727272727,0.21696977459016392,0.22899590163934427
KK Ahmed,death,1,3.0,11.0,0.2727272727272727,0.37083760245901637,0.3496765509482482
KK Ahmed,death,2,0.0,11.0,0.0,0.08837090163934426,0.06931051108968177
KK Ahmed,death,3,0.0,11.0,0.0,0.002651127049180328,0.0020793153326904533
KK Ahmed,death,4,0.0,11.0,0.0,0.11151383196721311,0.08746182899389264
KK Ahmed,death,6,0.0,11.0,0.0,0.07952100409836066,0.0623694149791064
KK Ahmed,death,W,5.0,11.0,0.45454545454545453,0.08016137295081967,0.16091088074574092
KK Ahmed,death,Wd,0.0,11.0,0.0,0.04340420081967213,0.03404251044680168
KK Ahmed,death,Nb,0.0,11.0,0.0,0.006570184426229508,0.005153085824493732
KK Nair,death,0,26.0,147.0,0.17687074829931973,0.21696977459016392,0.18544808012623828
KK Nair,death,1,54.0,147.0,0.3673469387755102,0.37083760245901637,0.36809360480406766
KK Nair,death,2,13.0,147.0,0.08843537414965986,0.08837090163934426,0.08842158323836241
KK Nair,death,3,2.0,147.0,0.013605442176870748,0.002651127049180328,0.01126227316560007
KK Nair,death,4,21.0,147.0,0.14285714285714285,0.11151383196721311,0.13615269132988517
KK Nair,death,6,13.0,147.0,0.08843537414965986,0.07952100409836066,0.08652855702638731
KK Nair,death,W,13.0,147.0,0.08843537414965986,0.08016137295081967,0.08666553432103094
KK Nair,death,Wd,5.0,147.0,0.034013605442176874,0.04340420081967213,0.036022288945384416
KK Nair,death,Nb,0.0,147.0,0.0,0.006570184426229508,0.0014053870430437451
KK Nair,middle,0,174.0,623.0,0.27929373996789725,0.2808889845966761,0.27938998398773307
KK Nair,middle,1,276.0,623.0,0.44301765650080255,0.4414331678151601,0.44292206140664614
KK Nair,middle,2,44.0,623.0,0.07062600321027288,0.06664217673287394,0.07038565168825785
KK Nair,middle,3,0.0,623.0,0.0,0.002286430887717876,0.0001379445482786049
KK Nair,middle,4,70.0,623.0,0.11235955056179775,0.08739739562221321,0.11085353819741861
KK Nair,middle,6,17.0,623.0,0.027287319422150885,0.048281059991892986,0.02855391010509158
KK Nair,middle,W,32.0,623.0,0.051364365971107544,0.04221980137819214,0.05081265770004176
KK Nair,middle,Wd,8.0,623.0,0.012841091492776886,0.028171868666396434,0.01376602525890778
KK Nair,middle,Nb,2.0,623.0,0.0032102728731942215,0.002679114308877179,0.003178227107624566
KK Nair,powerplay,0,195.0,442.0,0.4411764705882353,0.4228881521678736,0.4396587678147613
KK Nair,powerplay,1,99.0,442.0,0.2239819004524887,0.25764450947345025,0.22677547796460168
KK Nair,powerplay,2,18.0,442.0,0.04072398190045249,0.04384827662845184,0.04098325947124081
KK Nair,powerplay,3,3.0,442.0,0.006787330316742082,0.005028429611245902,0.006641363453215427
KK Nair,powerplay,4,80.0,442.0,0.18099547511312217,0.15223269683107069,0.17860852255859508
KK Nair,powerplay,6,14.0,442.0,0.03167420814479638,0.040523771600022226,0.032408611751039186
KK Nair,powerplay,W,21.0,442.0,0.04751131221719457,0.03919952586446391,0.04682153741613808
KK Nair,powerplay,Wd,11.0,442.0,0.024886877828054297,0.03486563072990943,0.02571499010206717
KK Nair,powerplay,Nb,1.0,442.0,0.0022624434389140274,0.003769007093512122,0.002387469468341255
KL Rahul,death,0,81.0,538.0,0.15055762081784388,0.21696977459016392,0.15515361761869648
KL Rahul,death,1,222.0,538.0,0.41263940520446096,0.37083760245901637,0.4097465468829769
KL Rahul,death,2,55.0,538.0,0.10223048327137546,0.08837090163934426,0.10127134267400306
KL Rahul,death,3,0.0,538.0,0.0,0.002651127049180328,0.0001834689999432753
KL Rahul,death,4,73.0,538.0,0.13568773234200743,0.11151383196721311,0.13401479806001473
KL Rahul,death,6,45.0,538.0,0.08364312267657993,0.07952100409836066,0.08335785495490386
KL Rahul,death,W,32.0,538.0,0.05947955390334572,0.08016137295081967,0.06091082165749618
KL Rahul,death,Wd,26.0,538.0,0.048327137546468404,0.04340420081967213,0.04798644988371433
KL Rahul,death,Nb,4.0,538.0,0.007434944237918215,0.006570184426229508,0.007375099268251176
KL Rahul,middle,0,417.0,2010.0,0.20746268656716418,0.2808889845966761,0.20889539482139854
KL Rahul,middle,1,1023.0,2010.0,0.508955223880597,0.4414331678151601,0.5076377203476129
KL Rahul,middle,2,149.0,2010.0,0.07412935323383085,0.06664217673287394,0.07398326198503169
KL Rahul,middle,3,3.0,2010.0,0.0014925373134328358,0.002286430887717876,0.0015080279197603487
KL Rahul,middle,4,181.0,2010.0,0.09004975124378109,0.08739739562221321,0.08999799796336025
KL Rahul,middle,6,114.0,2010.0,0.056716417910447764,0.048281059991892986,0.05655182556081743
KL Rahul,middle,W,66.0,2010.0,0.03283582089552239,0.04221980137819214,0.033018922953720824
KL Rahul,middle,Wd,51.0,2010.0,0.025373134328358207,0.028171868666396434,0.025427743778856517
KL Rahul,middle,Nb,6.0,2010.0,0.0029850746268656717,0.002679114308877179,0.002979104669441506
KL Rahul,powerplay,0,926.0,2306.0,0.401561144839549,0.4228881521678736,0.40192477667805415
KL Rahul,powerplay,1,712.0,2306.0,0.30875975715524717,0.25764450947345025,0.3078882269304936
KL Rahul,powerplay,2,116.0,2306.0,0.05030355594102342,0.04384827662845184,0.0501934915026164
KL Rahul,powerplay,3,6.0,2306.0,0.0026019080659150044,0.005028429611245902,0.0026432809822889325
KL Rahul,powerplay,4,313.0,2306.0,0.13573287077189938,0.15223269683107069,0.13601419772943002
KL Rahul,powerplay,6,110.0,2306.0,0.047701647875108416,0.040523771600022226,0.04757926294288188
KL Rahul,powerplay,W,61.0,2306.0,0.02645273200346921,0.03919952586446391,0.026670068642190348
KL Rahul,powerplay,Wd,58.0,2306.0,0.02515177797051171,0.03486563072990943,0.02531740205848098
KL Rahul,powerplay,Nb,4.0,2306.0,0.0017346053772766695,0.003769007093512122,0.0017692925335637192
KM Jadhav,death,0,97.0,380.0,0.25526315789473686,0.21696977459016392,0.2516161690085871
KM Jadhav,death,1,157.0,380.0,0.4131578947368421,0.37083760245901637,0.4091273907103825
KM Jadhav,death,2,28.0,380.0,0.07368421052631578,0.08837090163934426,0.07508294301327088
KM Jadhav,death,3,0.0,380.0,0.0,0.002651127049180328,0.0002524882903981265
KM Jadhav,death,4,37.0,380.0,0.09736842105263158,0.11151383196721311,0.09871560304449647
KM Jadhav,death,6,25.0,380.0,0.06578947368421052,0.07952100409836066,0.06709723848555815
KM Jadhav,death,W,23.0,380.0,0.060526315789473685,0.08016137295081967,0.0623963212334114
KM Jadhav,death,Wd,9.0,380.0,0.02368421052631579,0.04340420081967213,0.025562304839968776
KM Jadhav,death,Nb,4.0,380.0,0.010526315789473684,0.006570184426229508,0.010149541373926619
KM Jadhav,middle,0,128.0,483.0,0.2650103519668737,0.2808889845966761,0.26622477893664825
KM Jadhav,middle,1,221.0,483.0,0.4575569358178054,0.4414331678151601,0.4563237604447541
KM Jadhav,middle,2,29.0,483.0,0.060041407867494824,0.06664217673287394,0.06054624678645307
KM Jadhav,middle,3,2.0,483.0,0.004140786749482402,0.002286430887717876,0.0039989622093856885
KM Jadhav,middle,4,47.0,483.0,0.09730848861283643,0.08739739562221321,0.09655047002846755
KM Jadhav,middle,6,12.0,483.0,0.024844720496894408,0.048281059991892986,0.026637174760374225
KM Jadhav,middle,W,22.0,483.0,0.045548654244306416,0.04221980137819214,0.04529405746678334
KM Jadhav,middle,Wd,17.0,483.0,0.035196687370600416,0.028171868666396434,0.0346594163415982
KM Jadhav,middle,Nb,5.0,483.0,0.010351966873706004,0.002679114308877179,0.00976513302553554
KM Jadhav,powerplay,0,52.0,89.0,0.5842696629213483,0.4228881521678736,0.5342288843931391
KM Jadhav,powerplay,1,13.0,89.0,0.14606741573033707,0.25764450947345025,0.18066496417781402
KM Jadhav,powerplay,2,0.0,89.0,0.0,0.04384827662845184,0.013596364846031578
KM Jadhav,powerplay,3,0.0,89.0,0.0,0.005028429611245902,0.0015592029802312874
KM Jadhav,powerplay,4,11.0,89.0,0.12359550561797752,0.15223269683107069,0.13247525483133973
KM Jadhav,powerplay,6,2.0,89.0,0.02247191011235955,0.040523771600022226,0.02806938654264255
KM Jadhav,powerplay,W,8.0,89.0,0.0898876404494382,0.03919952586446391,0.07417039561688804
KM Jadhav,powerplay,Wd,2.0,89.0,0.02247191011235955,0.03486563072990943,0.02631492425733626
KM Jadhav,powerplay,Nb,1.0,89.0,0.011235955056179775,0.003769007093512122,0.008920622354577402
KMA Paul,death,0,45.0,112.0,0.4017857142857143,0.21696977459016392,0.3531499406816221
KMA Paul,death,1,38.0,112.0,0.3392857142857143,0.37083760245901637,0.34758884275237273
KMA Paul,death,2,4.0,112.0,0.03571428571428571,0.08837090163934426,0.0495712899050906
KMA Paul,death,3,0.0,112.0,0.0,0.002651127049180328,0.0006976650129421916
KMA Paul,death,4,5.0,112.0,0.044642857142857144,0.11151383196721311,0.06224048209663504
KMA Paul,death,6,8.0,112.0,0.07142857142857142,0.07952100409836066,0.07355815897325281
KMA Paul,death,W,7.0,112.0,0.0625,0.08016137295081967,0.06714772972389992
KMA Paul,death,Wd,5.0,112.0,0.044642857142857144,0.04340420081967213,0.044316894952545295
KMA Paul,death,Nb,0.0,112.0,0.0,0.006570184426229508,0.0017289959016393442
KMA Paul,middle,0,13.0,31.0,0.41935483870967744,0.2808889845966761,0.3413459068150288
KMA Paul,middle,1,8.0,31.0,0.25806451612903225,0.4414331678151601,0.3613707987691043
KMA Paul,middle,2,1.0,31.0,0.03225806451612903,0.06664217673287394,0.05162939534246419
KMA Paul,middle,3,0.0,31.0,0.0,0.002286430887717876,0.0012881300775875357
KMA Paul,middle,4,2.0,31.0,0.06451612903225806,0.08739739562221321,0.0774069834491342
KMA Paul,middle,6,2.0,31.0,0.06451612903225806,0.048281059991892986,0.0553696112630383
KMA Paul,middle,W,3.0,31.0,0.0967741935483871,0.04221980137819214,0.06603932472010825
KMA Paul,middle,Wd,2.0,31.0,0.06451612903225806,0.028171868666396434,0.044040489389519114
KMA Paul,middle,Nb,0.0,31.0,0.0,0.002679114308877179,0.001509360174015312
KMDN Kulasekara,death,0,22.0,124.0,0.1774193548387097,0.21696977459016392,0.18706579868052778
KMDN Kulasekara,death,1,60.0,124.0,0.4838709677419355,0.37083760245901637,0.4563018542582966
KMDN Kulasekara,death,2,8.0,124.0,0.06451612903225806,0.08837090163934426,0.0703343662534986
KMDN Kulasekara,death,3,1.0,124.0,0.008064516129032258,0.002651127049180328,0.006744177329068373
KMDN Kulasekara,death,4,11.0,124.0,0.08870967741935484,0.11151383196721311,0.09427166633346662
KMDN Kulasekara,death,6,5.0,124.0,0.04032258064516129,0.07952100409836066,0.049883171731307484
KMDN Kulasekara,death,W,13.0,124.0,0.10483870967741936,0.08016137295081967,0.09881984706117553
KMDN Kulasekara,death,Wd,3.0,124.0,0.024193548387096774,0.04340420081967213,0.02887907337065174
KMDN Kulasekara,death,Nb,1.0,124.0,0.008064516129032258,0.006570184426229508,0.007700044982007197
KMDN Kulasekara,middle,0,1.0,6.0,0.16666666666666666,0.2808889845966761,0.265990421388414
KMDN Kulasekara,middle,1,4.0,6.0,0.6666666666666666,0.4414331678151601,0.4708114502740523
KMDN Kulasekara,middle,2,0.0,6.0,0.0,0.06664217673287394,0.05794971889815125
KMDN Kulasekara,middle,3,0.0,6.0,0.0,0.002286430887717876,0.0019882007719285878
KMDN Kulasekara,middle,4,0.0,6.0,0.0,0.08739739562221321,0.07599773532366366
KMDN Kulasekara,middle,6,0.0,6.0,0.0,0.048281059991892986,0.04198353042773303
KMDN Kulasekara,middle,W,1.0,6.0,0.16666666666666666,0.04221980137819214,0.05845200119842795
KMDN Kulasekara,middle,Wd,0.0,6.0,0.0,0.028171868666396434,0.02449727710121429
KMDN Kulasekara,middle,Nb,0.0,6.0,0.0,0.002679114308877179,0.002329664616414938
KP Pietersen,death,0,25.0,104.0,0.2403846153846154,0.21696977459016392,0.23388049294171223
KP Pietersen,death,1,44.0,104.0,0.4230769230769231,0.37083760245901637,0.4085660006830601
KP Pietersen,death,2,6.0,104.0,0.057692307692307696,0.08837090163934426,0.06621413934426229
KP Pietersen,death,3,0.0,104.0,0.0,0.002651127049180328,0.0007364241803278688
KP Pietersen,death,4,15.0,104.0,0.14423076923076922,0.11151383196721311,0.13514273110200364
KP Pietersen,death,6,7.0,104.0,0.0673076923076923,0.07952100409836066,0.07070027891621129
KP Pietersen,death,W,4.0,104.0,0.038461538461538464,0.08016137295081967,0.05004482581967213
KP Pietersen,death,Wd,3.0,104.0,0.028846153846153848,0.04340420081967213,0.03289005578324226
KP Pietersen,death,Nb,0.0,104.0,0.0,0.006570184426229508,0.0018250512295081968
KP Pietersen,middle,0,165.0,678.0,0.24336283185840707,0.2808889845966761,0.24545342532572012
KP Pietersen,middle,1,297.0,678.0,0.43805309734513276,0.4414331678151601,0.43824140210669416
KP Pietersen,middle,2,55.0,678.0,0.08112094395280237,0.06664217673287394,0.08031432739458907
KP Pietersen,middle,3,1.0,678.0,0.0014749262536873156,0.002286430887717876,0.0015201354254996031
KP Pietersen,middle,4,68.0,678.0,0.10029498525073746,0.08739739562221321,0.0995764565806247
KP Pietersen,middle,6,37.0,678.0,0.05457227138643068,0.048281059991892986,0.05422178607197175
KP Pietersen,middle,W,33.0,678.0,0.048672566371681415,0.04221980137819214,0.0483130808567238
KP Pietersen,middle,Wd,19.0,678.0,0.028023598820058997,0.028171868666396434,0.02803185897862933
KP Pietersen,middle,Nb,3.0,678.0,0.004424778761061947,0.002679114308877179,0.004327527259547476
KP Pietersen,powerplay,0,160.0,411.0,0.38929440389294406,0.4228881521678736,0.3922738937621174
KP Pietersen,powerplay,1,120.0,411.0,0.291970802919708,0.25764450947345025,0.28892634230363196
KP Pietersen,powerplay,2,22.0,411.0,0.0535279805352798,0.04384827662845184,0.052669470210949164
KP Pietersen,powerplay,3,5.0,411.0,0.012165450121654502,0.005028429611245902,0.011532454954434225
KP Pietersen,powerplay,4,74.0,411.0,0.18004866180048662,0.15223269683107069,0.17758161390962934
KP Pietersen,powerplay,6,12.0,411.0,0.029197080291970802,0.040523771600022226,0.030201664886919933
KP Pietersen,powerplay,W,8.0,411.0,0.019464720194647202,0.03919952586446391,0.02121503555338926
KP Pietersen,powerplay,Wd,8.0,411.0,0.019464720194647202,0.03486563072990943,0.020830654610191523
KP Pietersen,powerplay,Nb,2.0,411.0,0.004866180048661801,0.003769007093512122,0.004768869808737217
KR Mayers,death,0,0.0,5.0,0.0,0.21696977459016392,0.1928620218579235
KR Mayers,death,1,2.0,5.0,0.4,0.37083760245901637,0.37407786885245903
KR Mayers,death,2,0.0,5.0,0.0,0.08837090163934426,0.078551912568306
KR Mayers,death,3,0.0,5.0,0.0,0.002651127049180328,0.0023565573770491805
KR Mayers,death,4,1.0,5.0,0.2,0.11151383196721311,0.12134562841530055
KR Mayers,death,6,1.0,5.0,0.2,0.07952100409836066,0.09290755919854282
KR Mayers,death,W,1.0,5.0,0.2,0.08016137295081967,0.09347677595628415
KR Mayers,death,Wd,0.0,5.0,0.0,0.04340420081967213,0.038581511839708565
KR Mayers,death,Nb,0.0,5.0,0.0,0.006570184426229508,0.00584016393442623
KR Mayers,middle,0,57.0,178.0,0.3202247191011236,0.2808889845966761,0.3130071531370048
KR Mayers,middle,1,62.0,178.0,0.34831460674157305,0.4414331678151601,0.3654005812504881
KR Mayers,middle,2,3.0,178.0,0.016853932584269662,0.06664217673287394,0.0259893902262154
KR Mayers,middle,3,0.0,178.0,0.0,0.002286430887717876,0.00041952860325098645
KR Mayers,middle,4,13.0,178.0,0.07303370786516854,0.08739739562221321,0.07566924690315839
KR Mayers,middle,6,20.0,178.0,0.11235955056179775,0.048281059991892986,0.10060202935631063
KR Mayers,middle,W,17.0,178.0,0.09550561797752809,0.04221980137819214,0.08572840392260406
KR Mayers,middle,Wd,6.0,178.0,0.033707865168539325,0.028171868666396434,0.032692085993834205
KR Mayers,middle,Nb,0.0,178.0,0.0,0.002679114308877179,0.0004915806071334273
KR Mayers,powerplay,0,228.0,506.0,0.4505928853754941,0.4228881521678736,0.448563234591053
KR Mayers,powerplay,1,94.0,506.0,0.1857707509881423,0.25764450947345025,0.19103622780025276
KR Mayers,powerplay,2,22.0,506.0,0.043478260869565216,0.04384827662845184,0.04350536825116863
KR Mayers,powerplay,3,3.0,506.0,0.005928853754940711,0.005028429611245902,0.005862888616208491
KR Mayers,powerplay,4,78.0,506.0,0.1541501976284585,0.15223269683107069,0.15400972137956562
KR Mayers,powerplay,6,33.0,506.0,0.06521739130434782,0.040523771600022226,0.06340833491575254
KR Mayers,powerplay,W,23.0,506.0,0.045454545454545456,0.03919952586446391,0.04499630226113288
KR Mayers,powerplay,Wd,20.0,506.0,0.039525691699604744,0.03486563072990943,0.03918429529156846
KR Mayers,powerplay,Nb,5.0,506.0,0.009881422924901186,0.003769007093512122,0.009433626893297593
KS Williamson,death,0,63.0,408.0,0.15441176470588236,0.21696977459016392,0.1599973013026932
KS Williamson,death,1,164.0,408.0,0.4019607843137255,0.37083760245901637,0.39918192879098363
KS Williamson,death,2,41.0,408.0,0.10049019607843138,0.08837090163934426,0.09940811621779859
KS Williamson,death,3,3.0,408.0,0.007352941176470588,0.002651127049180328,0.006933136343676815
KS Williamson,death,4,68.0,408.0,0.16666666666666666,0.11151383196721311,0.16174230642564402
KS Williamson,death,6,21.0,408.0,0.051470588235294115,0.07952100409836066,0.053975089651639344
KS Williamson,death,W,31.0,408.0,0.07598039215686274,0.08016137295081967,0.07635369401346605
KS Williamson,death,Wd,15.0,408.0,0.03676470588235294,0.04340420081967213,0.03735751793032787
KS Williamson,death,Nb,2.0,408.0,0.004901960784313725,0.006570184426229508,0.0050509093237704914
KS Williamson,middle,0,394.0,1544.0,0.2551813471502591,0.2808889845966761,0.25583052991405747
KS Williamson,middle,1,770.0,1544.0,0.49870466321243523,0.4414331678151601,0.49725841332866566
KS Williamson,middle,2,112.0,1544.0,0.07253886010362694,0.06664217673287394,0.07238995395790086
KS Williamson,middle,3,3.0,1544.0,0.0019430051813471502,0.002286430887717876,0.0019516775476696433
KS Williamson,middle,4,127.0,1544.0,0.0822538860103627,0.08739739562221321,0.08238377261672256
KS Williamson,middle,6,63.0,1544.0,0.040803108808290155,0.048281059991892986,0.04099194595939124
KS Williamson,middle,W,46.0,1544.0,0.029792746113989636,0.04221980137819214,0.030106560640863436
KS Williamson,middle,Wd,25.0,1544.0,0.016191709844559584,0.028171868666396434,0.016494239107737285
KS Williamson,middle,Nb,4.0,1544.0,0.0025906735751295338,0.002679114308877179,0.0025929069269918477
KS Williamson,powerplay,0,399.0,886.0,0.4503386004514673,0.4228881521678736,0.44915283594677635
KS Williamson,powerplay,1,257.0,886.0,0.29006772009029347,0.25764450947345025,0.2886671494372981
KS Williamson,powerplay,2,40.0,886.0,0.045146726862302484,0.04384827662845184,0.04509063829928518
KS Williamson,powerplay,3,7.0,886.0,0.007900677200902935,0.005028429611245902,0.007776606030723365
KS Williamson,powerplay,4,128.0,886.0,0.14446952595936793,0.15223269683107069,0.14480486811365317
KS Williamson,powerplay,6,12.0,886.0,0.013544018058690745,0.040523771600022226,0.014709450177106792
KS Williamson,powerplay,W,21.0,886.0,0.023702031602708805,0.03919952586446391,0.024371469799760858
KS Williamson,powerplay,Wd,21.0,886.0,0.023702031602708805,0.03486563072990943,0.024184260506691552
KS Williamson,powerplay,Nb,1.0,886.0,0.001128668171557562,0.003769007093512122,0.0012427216887046274
KT Maphaka,death,0,5.0,15.0,0.3333333333333333,0.21696977459016392,0.2487052906110283
KT Maphaka,death,1,4.0,15.0,0.26666666666666666,0.37083760245901637,0.342427347242921
KT Maphaka,death,2,1.0,15.0,0.06666666666666667,0.08837090163934426,0.08245156482861402
KT Maphaka,death,3,0.0,15.0,0.0,0.002651127049180328,0.0019280923994038747
