batter,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
KT Maphaka,death,4,2.0,15.0,0.13333333333333333,0.11151383196721311,0.11746460506706409
KT Maphaka,death,6,0.0,15.0,0.0,0.07952100409836066,0.05783345752608048
KT Maphaka,death,W,2.0,15.0,0.13333333333333333,0.08016137295081967,0.09466281669150521
KT Maphaka,death,Wd,1.0,15.0,0.06666666666666667,0.04340420081967213,0.04974850968703428
KT Maphaka,death,Nb,0.0,15.0,0.0,0.006570184426229508,0.004778315946348734
KV Sharma,death,0,46.0,179.0,0.2569832402234637,0.21696977459016392,0.24967484467400256
KV Sharma,death,1,64.0,179.0,0.3575418994413408,0.37083760245901637,0.35997033834867875
KV Sharma,death,2,14.0,179.0,0.0782122905027933,0.08837090163934426,0.08006774459166105
KV Sharma,death,3,0.0,179.0,0.0,0.002651127049180328,0.0004842241185717494
KV Sharma,death,4,13.0,179.0,0.07262569832402235,0.11151383196721311,0.07972855378396587
KV Sharma,death,6,15.0,179.0,0.08379888268156424,0.07952100409836066,0.08301753499513437
KV Sharma,death,W,16.0,179.0,0.0893854748603352,0.08016137295081967,0.08770070738827757
KV Sharma,death,Wd,11.0,179.0,0.061452513966480445,0.04340420081967213,0.05815601841455199
KV Sharma,death,Nb,0.0,179.0,0.0,0.006570184426229508,0.0012000336851560745
KV Sharma,middle,0,32.0,94.0,0.3404255319148936,0.2808889845966761,0.32265342823781373
KV Sharma,middle,1,44.0,94.0,0.46808510638297873,0.4414331678151601,0.46012930382542094
KV Sharma,middle,2,5.0,94.0,0.05319148936170213,0.06664217673287394,0.057206619920260875
KV Sharma,middle,3,1.0,94.0,0.010638297872340425,0.002286430887717876,0.008145203250065038
KV Sharma,middle,4,5.0,94.0,0.05319148936170213,0.08739739562221321,0.06340220764842185
KV Sharma,middle,6,1.0,94.0,0.010638297872340425,0.048281059991892986,0.021874943281162084
KV Sharma,middle,W,5.0,94.0,0.05319148936170213,0.04221980137819214,0.049916358620355865
KV Sharma,middle,Wd,1.0,94.0,0.010638297872340425,0.028171868666396434,0.01587219960190938
KV Sharma,middle,Nb,0.0,94.0,0.0,0.002679114308877179,0.0007997356145902026
KV Sharma,powerplay,0,2.0,4.0,0.5,0.4228881521678736,0.42989832015261237
KV Sharma,powerplay,1,1.0,4.0,0.25,0.25764450947345025,0.25694955406677294
KV Sharma,powerplay,2,0.0,4.0,0.0,0.04384827662845184,0.039862069662228945
KV Sharma,powerplay,3,0.0,4.0,0.0,0.005028429611245902,0.004571299646587184
KV Sharma,powerplay,4,0.0,4.0,0.0,0.15223269683107069,0.1383933607555188
KV Sharma,powerplay,6,0.0,4.0,0.0,0.040523771600022226,0.03683979236365657
KV Sharma,powerplay,W,1.0,4.0,0.25,0.03919952586446391,0.05836320533133083
KV Sharma,powerplay,Wd,0.0,4.0,0.0,0.03486563072990943,0.031696027936281304
KV Sharma,powerplay,Nb,0.0,4.0,0.0,0.003769007093512122,0.00342637008501102
KW Richardson,death,0,6.0,33.0,0.18181818181818182,0.21696977459016392,0.20107932854255559
KW Richardson,death,1,16.0,33.0,0.48484848484848486,0.37083760245901637,0.42237676847069394
KW Richardson,death,2,4.0,33.0,0.12121212121212122,0.08837090163934426,0.10321693240512014
KW Richardson,death,3,0.0,33.0,0.0,0.002651127049180328,0.0014526723557152482
KW Richardson,death,4,1.0,33.0,0.030303030303030304,0.11151383196721311,0.07480209970806198
KW Richardson,death,6,0.0,33.0,0.0,0.07952100409836066,0.04357315293060858
KW Richardson,death,W,6.0,33.0,0.18181818181818182,0.08016137295081967,0.1261158207949697
KW Richardson,death,Wd,0.0,33.0,0.0,0.04340420081967213,0.02378312373680665
KW Richardson,death,Nb,0.0,33.0,0.0,0.006570184426229508,0.003600101055468224
KW Richardson,middle,0,11.0,23.0,0.4782608695652174,0.2808889845966761,0.35294538704550865
KW Richardson,middle,1,6.0,23.0,0.2608695652173913,0.4414331678151601,0.3755131224223239
KW Richardson,middle,2,2.0,23.0,0.08695652173913043,0.06664217673287394,0.07405852490976123
KW Richardson,middle,3,0.0,23.0,0.0,0.002286430887717876,0.0014517021509319848
KW Richardson,middle,4,2.0,23.0,0.08695652173913043,0.08739739562221321,0.08723644166489727
KW Richardson,middle,6,1.0,23.0,0.043478260869565216,0.048281059991892986,0.04652765713770983
KW Richardson,middle,W,0.0,23.0,0.0,0.04221980137819214,0.02680622309726485
KW Richardson,middle,Wd,1.0,23.0,0.043478260869565216,0.028171868666396434,0.03375991661358503
KW Richardson,middle,Nb,0.0,23.0,0.0,0.002679114308877179,0.0017010249580172564
Kamran Akmal,death,0,20.0,80.0,0.25,0.21696977459016392,0.23898992486338796
Kamran Akmal,death,1,33.0,80.0,0.4125,0.37083760245901637,0.39861253415300546
Kamran Akmal,death,2,9.0,80.0,0.1125,0.08837090163934426,0.10445696721311476
Kamran Akmal,death,3,0.0,80.0,0.0,0.002651127049180328,0.0008837090163934426
Kamran Akmal,death,4,10.0,80.0,0.125,0.11151383196721311,0.12050461065573771
Kamran Akmal,death,6,1.0,80.0,0.0125,0.07952100409836066,0.03484033469945356
Kamran Akmal,death,W,7.0,80.0,0.0875,0.08016137295081967,0.08505379098360656
Kamran Akmal,death,Wd,0.0,80.0,0.0,0.04340420081967213,0.014468066939890712
Kamran Akmal,death,Nb,0.0,80.0,0.0,0.006570184426229508,0.002190061475409836
Kamran Akmal,middle,0,51.0,232.0,0.21982758620689655,0.2808889845966761,0.22880720361715823
Kamran Akmal,middle,1,94.0,232.0,0.4051724137931034,0.4414331678151601,0.4105048776198765
Kamran Akmal,middle,2,23.0,232.0,0.09913793103448276,0.06664217673287394,0.09435914363718734
Kamran Akmal,middle,3,0.0,232.0,0.0,0.002286430887717876,0.00033623983642909943
Kamran Akmal,middle,4,24.0,232.0,0.10344827586206896,0.08739739562221321,0.10108785229738429
Kamran Akmal,middle,6,19.0,232.0,0.08189655172413793,0.048281059991892986,0.07695309705763131
Kamran Akmal,middle,W,15.0,232.0,0.06465517241379311,0.04221980137819214,0.06135585314385178
Kamran Akmal,middle,Wd,5.0,232.0,0.021551724137931036,0.028171868666396434,0.022525274803881827
Kamran Akmal,middle,Nb,1.0,232.0,0.004310344827586207,0.002679114308877179,0.004070457986599585
Kamran Akmal,powerplay,0,189.0,358.0,0.5279329608938548,0.4228881521678736,0.5173756936852134
Kamran Akmal,powerplay,1,56.0,358.0,0.1564245810055866,0.25764450947345025,0.1665974381380352
Kamran Akmal,powerplay,2,21.0,358.0,0.05865921787709497,0.04384827662845184,0.05717068106818611
Kamran Akmal,powerplay,3,2.0,358.0,0.00558659217877095,0.005028429611245902,0.0055304954383161705
Kamran Akmal,powerplay,4,50.0,358.0,0.13966480446927373,0.15223269683107069,0.14092790922925336
Kamran Akmal,powerplay,6,11.0,358.0,0.030726256983240222,0.040523771600022226,0.03171093181909771
Kamran Akmal,powerplay,W,16.0,358.0,0.0446927374301676,0.03919952586446391,0.044140655865775265
Kamran Akmal,powerplay,Wd,12.0,358.0,0.0335195530726257,0.03486563072990943,0.033654837259287376
Kamran Akmal,powerplay,Nb,1.0,358.0,0.002793296089385475,0.003769007093512122,0.002891357496835389
Kuldeep Yadav,death,0,89.0,237.0,0.3755274261603376,0.21696977459016392,0.3526310143812511
Kuldeep Yadav,death,1,86.0,237.0,0.3628691983122363,0.37083760245901637,0.36401987039119366
Kuldeep Yadav,death,2,15.0,237.0,0.06329113924050633,0.08837090163934426,0.0669127655796887
Kuldeep Yadav,death,3,1.0,237.0,0.004219409282700422,0.002651127049180328,0.003992942534177665
Kuldeep Yadav,death,4,16.0,237.0,0.06751054852320675,0.11151383196721311,0.07386481328046399
Kuldeep Yadav,death,6,3.0,237.0,0.012658227848101266,0.07952100409836066,0.022313502396875188
Kuldeep Yadav,death,W,17.0,237.0,0.07172995780590717,0.08016137295081967,0.07294749067881873
Kuldeep Yadav,death,Wd,10.0,237.0,0.04219409282700422,0.04340420081967213,0.04236883766349056
Kuldeep Yadav,death,Nb,0.0,237.0,0.0,0.006570184426229508,0.0009487630940403622
Kuldeep Yadav,middle,0,30.0,60.0,0.5,0.2808889845966761,0.41235559383867043
Kuldeep Yadav,middle,1,23.0,60.0,0.38333333333333336,0.4414331678151601,0.40657326712606406
Kuldeep Yadav,middle,2,2.0,60.0,0.03333333333333333,0.06664217673287394,0.046656870693149576
Kuldeep Yadav,middle,3,0.0,60.0,0.0,0.002286430887717876,0.0009145723550871504
Kuldeep Yadav,middle,4,3.0,60.0,0.05,0.08739739562221321,0.06495895824888528
Kuldeep Yadav,middle,6,0.0,60.0,0.0,0.048281059991892986,0.019312423996757193
Kuldeep Yadav,middle,W,0.0,60.0,0.0,0.04221980137819214,0.016887920551276855
Kuldeep Yadav,middle,Wd,1.0,60.0,0.016666666666666666,0.028171868666396434,0.02126874746655857
Kuldeep Yadav,middle,Nb,1.0,60.0,0.016666666666666666,0.002679114308877179,0.011071645723550872
L Balaji,death,0,18.0,46.0,0.391304347826087,0.21696977459016392,0.3102184998093786
L Balaji,death,1,14.0,46.0,0.30434782608695654,0.37083760245901637,0.33527330346930995
L Balaji,death,2,2.0,46.0,0.043478260869565216,0.08837090163934426,0.0643585589020206
L Balaji,death,3,1.0,46.0,0.021739130434782608,0.002651127049180328,0.012860989325200153
L Balaji,death,4,2.0,46.0,0.043478260869565216,0.11151383196721311,0.07512271254288982
L Balaji,death,6,1.0,46.0,0.021739130434782608,0.07952100409836066,0.048614420510865425
L Balaji,death,W,7.0,46.0,0.15217391304347827,0.08016137295081967,0.11867970834921845
L Balaji,death,Wd,1.0,46.0,0.021739130434782608,0.04340420081967213,0.03181590735798704
L Balaji,death,Nb,0.0,46.0,0.0,0.006570184426229508,0.0030558997331300037
L Balaji,middle,0,3.0,4.0,0.75,0.2808889845966761,0.32353544054243283
L Balaji,middle,1,1.0,4.0,0.25,0.4414331678151601,0.4240301525592365
L Balaji,middle,2,0.0,4.0,0.0,0.06664217673287394,0.060583797029885395
L Balaji,middle,3,0.0,4.0,0.0,0.002286430887717876,0.0020785735342889783
L Balaji,middle,4,0.0,4.0,0.0,0.08739739562221321,0.07945217783837565
L Balaji,middle,6,0.0,4.0,0.0,0.048281059991892986,0.04389187271990271
L Balaji,middle,W,0.0,4.0,0.0,0.04221980137819214,0.03838163761653831
L Balaji,middle,Wd,0.0,4.0,0.0,0.028171868666396434,0.02561078969672403
L Balaji,middle,Nb,0.0,4.0,0.0,0.002679114308877179,0.0024355584626156172
L Ngidi,death,0,27.0,49.0,0.5510204081632653,0.21696977459016392,0.4008852919506355
L Ngidi,death,1,10.0,49.0,0.20408163265306123,0.37083760245901637,0.2790281359366366
L Ngidi,death,2,5.0,49.0,0.10204081632653061,0.08837090163934426,0.09589703444464912
L Ngidi,death,3,0.0,49.0,0.0,0.002651127049180328,0.001191517774912507
L Ngidi,death,4,4.0,49.0,0.08163265306122448,0.11151383196721311,0.09506239638975872
L Ngidi,death,6,0.0,49.0,0.0,0.07952100409836066,0.035739777122858724
L Ngidi,death,W,2.0,49.0,0.04081632653061224,0.08016137295081967,0.058499493461042544
L Ngidi,death,Wd,1.0,49.0,0.02040816326530612,0.04340420081967213,0.030743461042549273
L Ngidi,death,Nb,0.0,49.0,0.0,0.006570184426229508,0.0029528918769570825
L Ngidi,middle,0,7.0,13.0,0.5384615384615384,0.2808889845966761,0.3440671581861707
L Ngidi,middle,1,6.0,13.0,0.46153846153846156,0.4414331678151601,0.44636465495483785
L Ngidi,middle,2,0.0,13.0,0.0,0.06664217673287394,0.05029598243990486
L Ngidi,middle,3,0.0,13.0,0.0,0.002286430887717876,0.0017256082171455667
L Ngidi,middle,4,0.0,13.0,0.0,0.08739739562221321,0.06596029858280243
L Ngidi,middle,6,0.0,13.0,0.0,0.048281059991892986,0.0364385358429381
L Ngidi,middle,W,0.0,13.0,0.0,0.04221980137819214,0.03186400104014501
L Ngidi,middle,Wd,0.0,13.0,0.0,0.028171868666396434,0.021261787672752025
L Ngidi,middle,Nb,0.0,13.0,0.0,0.002679114308877179,0.002021973063303531
L Ronchi,death,0,22.0,111.0,0.1981981981981982,0.21696977459016392,0.20317080121593747
L Ronchi,death,1,40.0,111.0,0.36036036036036034,0.37083760245901637,0.36313578873086527
L Ronchi,death,2,14.0,111.0,0.12612612612612611,0.08837090163934426,0.11612474215611769
L Ronchi,death,3,0.0,111.0,0.0,0.002651127049180328,0.0007022853110411465
L Ronchi,death,4,14.0,111.0,0.12612612612612611,0.11151383196721311,0.12225531972641408
L Ronchi,death,6,8.0,111.0,0.07207207207207207,0.07952100409836066,0.07404529909890349
L Ronchi,death,W,10.0,111.0,0.09009009009009009,0.08016137295081967,0.087459966344588
L Ronchi,death,Wd,3.0,111.0,0.02702702702702703,0.04340420081967213,0.03136535121050917
L Ronchi,death,Nb,0.0,111.0,0.0,0.006570184426229508,0.0017404462056237109
L Ronchi,middle,0,18.0,65.0,0.27692307692307694,0.2808889845966761,0.27843389889397185
L Ronchi,middle,1,26.0,65.0,0.4,0.4414331678151601,0.41578406392958484
L Ronchi,middle,2,6.0,65.0,0.09230769230769231,0.06664217673287394,0.08253035304109484
L Ronchi,middle,3,0.0,65.0,0.0,0.002286430887717876,0.0008710212905591909
L Ronchi,middle,4,7.0,65.0,0.1076923076923077,0.08739739562221321,0.09996091261798598
L Ronchi,middle,6,3.0,65.0,0.046153846153846156,0.048281059991892986,0.04696421333024495
L Ronchi,middle,W,3.0,65.0,0.046153846153846156,0.04221980137819214,0.04465516242978748
L Ronchi,middle,Wd,2.0,65.0,0.03076923076923077,0.028171868666396434,0.029779759491960545
L Ronchi,middle,Nb,0.0,65.0,0.0,0.002679114308877179,0.001020614974810354
L Ronchi,powerplay,0,22.0,45.0,0.4888888888888889,0.4228881521678736,0.4578297186672347
L Ronchi,powerplay,1,5.0,45.0,0.1111111111111111,0.25764450947345025,0.18006800445809423
L Ronchi,powerplay,2,1.0,45.0,0.022222222222222223,0.04384827662845184,0.03239918900162439
L Ronchi,powerplay,3,0.0,45.0,0.0,0.005028429611245902,0.002366319817056895
L Ronchi,powerplay,4,7.0,45.0,0.15555555555555556,0.15223269683107069,0.15399185733226856
L Ronchi,powerplay,6,2.0,45.0,0.044444444444444446,0.040523771600022226,0.042599421929422225
L Ronchi,powerplay,W,5.0,45.0,0.1111111111111111,0.03919952586446391,0.0772703651126889
L Ronchi,powerplay,Wd,3.0,45.0,0.06666666666666667,0.03486563072990943,0.051701473284663256
L Ronchi,powerplay,Nb,0.0,45.0,0.0,0.003769007093512122,0.001773650396946881
L Wood,death,0,0.0,5.0,0.0,0.21696977459016392,0.1928620218579235
L Wood,death,1,2.0,5.0,0.4,0.37083760245901637,0.37407786885245903
L Wood,death,2,1.0,5.0,0.2,0.08837090163934426,0.10077413479052824
L Wood,death,3,0.0,5.0,0.0,0.002651127049180328,0.0023565573770491805
L Wood,death,4,0.0,5.0,0.0,0.11151383196721311,0.09912340619307833
L Wood,death,6,1.0,5.0,0.2,0.07952100409836066,0.09290755919854282
L Wood,death,W,1.0,5.0,0.2,0.08016137295081967,0.09347677595628415
L Wood,death,Wd,0.0,5.0,0.0,0.04340420081967213,0.038581511839708565
L Wood,death,Nb,0.0,5.0,0.0,0.006570184426229508,0.00584016393442623
L Wood,middle,0,1.0,4.0,0.25,0.2808889845966761,0.2780808950878874
L Wood,middle,1,1.0,4.0,0.25,0.4414331678151601,0.4240301525592365
L Wood,middle,2,1.0,4.0,0.25,0.06664217673287394,0.08331106975715813
L Wood,middle,3,0.0,4.0,0.0,0.002286430887717876,0.0020785735342889783
L Wood,middle,4,0.0,4.0,0.0,0.08739739562221321,0.07945217783837565
L Wood,middle,6,0.0,4.0,0.0,0.048281059991892986,0.04389187271990271
L Wood,middle,W,0.0,4.0,0.0,0.04221980137819214,0.03838163761653831
L Wood,middle,Wd,1.0,4.0,0.25,0.028171868666396434,0.04833806242399675
L Wood,middle,Nb,0.0,4.0,0.0,0.002679114308877179,0.0024355584626156172
LA Pomersbach,death,0,11.0,42.0,0.2619047619047619,0.21696977459016392,0.23998525589764094
LA Pomersbach,death,1,17.0,42.0,0.40476190476190477,0.37083760245901637,0.38821346461415435
LA Pomersbach,death,2,3.0,42.0,0.07142857142857142,0.08837090163934426,0.07969312275089964
LA Pomersbach,death,3,0.0,42.0,0.0,0.002651127049180328,0.0012932327069172331
LA Pomersbach,death,4,4.0,42.0,0.09523809523809523,0.11151383196721311,0.10317747900839665
LA Pomersbach,death,6,3.0,42.0,0.07142857142857142,0.07952100409836066,0.07537609956017594
LA Pomersbach,death,W,4.0,42.0,0.09523809523809523,0.08016137295081967,0.08788359656137544
LA Pomersbach,death,Wd,0.0,42.0,0.0,0.04340420081967213,0.021172780887644942
LA Pomersbach,death,Nb,0.0,42.0,0.0,0.006570184426229508,0.0032049680127948822
LA Pomersbach,middle,0,32.0,85.0,0.3764705882352941,0.2808889845966761,0.34588447507093634
LA Pomersbach,middle,1,34.0,85.0,0.4,0.4414331678151601,0.41325861370085126
LA Pomersbach,middle,2,6.0,85.0,0.07058823529411765,0.06664217673287394,0.06932549655451967
LA Pomersbach,middle,3,1.0,85.0,0.011764705882352941,0.002286430887717876,0.00873165788406972
LA Pomersbach,middle,4,5.0,85.0,0.058823529411764705,0.08739739562221321,0.06796716659910823
LA Pomersbach,middle,6,3.0,85.0,0.03529411764705882,0.048281059991892986,0.039449939197405755
LA Pomersbach,middle,W,3.0,85.0,0.03529411764705882,0.04221980137819214,0.03751033644102149
LA Pomersbach,middle,Wd,1.0,85.0,0.011764705882352941,0.028171868666396434,0.017014997973246855
LA Pomersbach,middle,Nb,0.0,85.0,0.0,0.002679114308877179,0.0008573165788406973
LA Pomersbach,powerplay,0,29.0,76.0,0.3815789473684211,0.4228881521678736,0.39582350074754263
LA Pomersbach,powerplay,1,15.0,76.0,0.19736842105263158,0.25764450947345025,0.21815327912877594
LA Pomersbach,powerplay,2,9.0,76.0,0.11842105263157894,0.04384827662845184,0.09270630228567306
LA Pomersbach,powerplay,3,0.0,76.0,0.0,0.005028429611245902,0.0017339412452572077
LA Pomersbach,powerplay,4,11.0,76.0,0.14473684210526316,0.15223269683107069,0.14732161959692092
LA Pomersbach,powerplay,6,4.0,76.0,0.05263157894736842,0.040523771600022226,0.048456472965524904
LA Pomersbach,powerplay,W,4.0,76.0,0.05263157894736842,0.03919952586446391,0.047999836504987556
LA Pomersbach,powerplay,Wd,1.0,76.0,0.013157894736842105,0.03486563072990943,0.020643320941348083
LA Pomersbach,powerplay,Nb,3.0,76.0,0.039473684210526314,0.003769007093512122,0.027161726583969696
LB Williams,death,0,6.0,11.0,0.5454545454545454,0.21696977459016392,0.28781943105110896
LB Williams,death,1,4.0,11.0,0.36363636363636365,0.37083760245901637,0.36928439408550306
LB Williams,death,2,0.0,11.0,0.0,0.08837090163934426,0.06931051108968177
LB Williams,death,3,0.0,11.0,0.0,0.002651127049180328,0.0020793153326904533
LB Williams,death,4,0.0,11.0,0.0,0.11151383196721311,0.08746182899389264
LB Williams,death,6,0.0,11.0,0.0,0.07952100409836066,0.0623694149791064
LB Williams,death,W,1.0,11.0,0.09090909090909091,0.08016137295081967,0.0824795081967213
LB Williams,death,Wd,0.0,11.0,0.0,0.04340420081967213,0.03404251044680168
LB Williams,death,Nb,0.0,11.0,0.0,0.006570184426229508,0.005153085824493732
LB Williams,middle,0,1.0,4.0,0.25,0.2808889845966761,0.2780808950878874
LB Williams,middle,1,1.0,4.0,0.25,0.4414331678151601,0.4240301525592365
LB Williams,middle,2,0.0,4.0,0.0,0.06664217673287394,0.060583797029885395
LB Williams,middle,3,0.0,4.0,0.0,0.002286430887717876,0.0020785735342889783
LB Williams,middle,4,0.0,4.0,0.0,0.08739739562221321,0.07945217783837565
LB Williams,middle,6,0.0,4.0,0.0,0.048281059991892986,0.04389187271990271
LB Williams,middle,W,2.0,4.0,0.5,0.04221980137819214,0.08383618307108377
LB Williams,middle,Wd,0.0,4.0,0.0,0.028171868666396434,0.02561078969672403
LB Williams,middle,Nb,0.0,4.0,0.0,0.002679114308877179,0.0024355584626156172
LE Plunkett,death,0,6.0,32.0,0.1875,0.21696977459016392,0.2038720969945355
LE Plunkett,death,1,9.0,32.0,0.28125,0.37083760245901637,0.33102089025500914
