venue,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
Shere Bangla National Stadium,death,6,44.0,656.0,0.06707317073170732,0.07952100409836066,0.06871970953682019
Shere Bangla National Stadium,death,W,47.0,656.0,0.07164634146341463,0.08016137295081967,0.07277266837973806
Shere Bangla National Stadium,death,Wd,28.0,656.0,0.042682926829268296,0.04340420081967213,0.04277833344175557
Shere Bangla National Stadium,death,Nb,4.0,656.0,0.006097560975609756,0.006570184426229508,0.006160077305056813
Shere Bangla National Stadium,middle,0,378.0,1223.0,0.3090760425183974,0.2808889845966761,0.30694550148123023
Shere Bangla National Stadium,middle,1,536.0,1223.0,0.4382665576451349,0.4414331678151601,0.43850590837605136
Shere Bangla National Stadium,middle,2,83.0,1223.0,0.0678659035159444,0.06664217673287394,0.06777340716045911
Shere Bangla National Stadium,middle,3,3.0,1223.0,0.0024529844644317253,0.002286430887717876,0.0024403953807798848
Shere Bangla National Stadium,middle,4,94.0,1223.0,0.07686017988552739,0.08739739562221321,0.07765664366003124
Shere Bangla National Stadium,middle,6,42.0,1223.0,0.03434178250204415,0.048281059991892986,0.035395393801352454
Shere Bangla National Stadium,middle,W,51.0,1223.0,0.041700735895339326,0.04221980137819214,0.04173996986985579
Shere Bangla National Stadium,middle,Wd,31.0,1223.0,0.025347506132461162,0.028171868666396434,0.025560987805472144
Shere Bangla National Stadium,middle,Nb,5.0,1223.0,0.004088307440719542,0.002679114308877179,0.003981792464767739
Shere Bangla National Stadium,powerplay,0,448.0,902.0,0.49667405764966743,0.4228881521678736,0.4893101948271331
Shere Bangla National Stadium,powerplay,1,220.0,902.0,0.24390243902439024,0.25764450947345025,0.24527390314106293
Shere Bangla National Stadium,powerplay,2,37.0,902.0,0.041019955654102,0.04384827662845184,0.04130222321641236
Shere Bangla National Stadium,powerplay,3,4.0,902.0,0.004434589800443459,0.005028429611245902,0.004493855250623343
Shere Bangla National Stadium,powerplay,4,105.0,902.0,0.1164079822616408,0.15223269683107069,0.11998330307695315
Shere Bangla National Stadium,powerplay,6,20.0,902.0,0.022172949002217297,0.040523771600022226,0.02400436842315591
Shere Bangla National Stadium,powerplay,W,37.0,902.0,0.041019955654102,0.03919952586446391,0.04083827603437764
Shere Bangla National Stadium,powerplay,Wd,30.0,902.0,0.03325942350332594,0.03486563072990943,0.033419723625739466
Shere Bangla National Stadium,powerplay,Nb,1.0,902.0,0.0011086474501108647,0.003769007093512122,0.0013741524045421279
"Shere Bangla National Stadium, Mirpur",death,0,62.0,171.0,0.36257309941520466,0.21696977459016392,0.30884493527312323
"Shere Bangla National Stadium, Mirpur",death,1,57.0,171.0,0.3333333333333333,0.37083760245901637,0.34717254703284733
"Shere Bangla National Stadium, Mirpur",death,2,10.0,171.0,0.05847953216374269,0.08837090163934426,0.06950955780049604
"Shere Bangla National Stadium, Mirpur",death,3,0.0,171.0,0.0,0.002651127049180328,0.0009782756639041801
"Shere Bangla National Stadium, Mirpur",death,4,7.0,171.0,0.04093567251461988,0.11151383196721311,0.06697927378863953
"Shere Bangla National Stadium, Mirpur",death,6,5.0,171.0,0.029239766081871343,0.07952100409836066,0.04779372844957958
"Shere Bangla National Stadium, Mirpur",death,W,19.0,171.0,0.1111111111111111,0.08016137295081967,0.0996905435242877
"Shere Bangla National Stadium, Mirpur",death,Wd,11.0,171.0,0.06432748538011696,0.04340420081967213,0.056606716169620715
"Shere Bangla National Stadium, Mirpur",death,Nb,0.0,171.0,0.0,0.006570184426229508,0.002424422297501664
"Shere Bangla National Stadium, Mirpur",middle,0,125.0,347.0,0.36023054755043227,0.2808889845966761,0.34248075718046445
"Shere Bangla National Stadium, Mirpur",middle,1,126.0,347.0,0.3631123919308357,0.4414331678151601,0.3806338183031678
"Shere Bangla National Stadium, Mirpur",middle,2,21.0,347.0,0.06051873198847262,0.06664217673287394,0.06188863014158254
"Shere Bangla National Stadium, Mirpur",middle,3,0.0,347.0,0.0,0.002286430887717876,0.0005115057914357664
"Shere Bangla National Stadium, Mirpur",middle,4,34.0,347.0,0.09798270893371758,0.08739739562221321,0.09561462989311258
"Shere Bangla National Stadium, Mirpur",middle,6,9.0,347.0,0.025936599423631124,0.048281059991892986,0.030935360177157267
"Shere Bangla National Stadium, Mirpur",middle,W,23.0,347.0,0.06628242074927954,0.04221980137819214,0.06089928442465149
"Shere Bangla National Stadium, Mirpur",middle,Wd,8.0,347.0,0.023054755043227664,0.028171868666396434,0.02419952319158757
"Shere Bangla National Stadium, Mirpur",middle,Nb,1.0,347.0,0.002881844380403458,0.002679114308877179,0.0028364908968405325
"Shere Bangla National Stadium, Mirpur",powerplay,0,89.0,229.0,0.388646288209607,0.4228881521678736,0.39905414959509833
"Shere Bangla National Stadium, Mirpur",powerplay,1,59.0,229.0,0.2576419213973799,0.25764450947345025,0.2576427080466414
"Shere Bangla National Stadium, Mirpur",powerplay,2,7.0,229.0,0.03056768558951965,0.04384827662845184,0.03460433940074523
"Shere Bangla National Stadium, Mirpur",powerplay,3,2.0,229.0,0.008733624454148471,0.005028429611245902,0.007607425413752553
"Shere Bangla National Stadium, Mirpur",powerplay,4,31.0,229.0,0.13537117903930132,0.15223269683107069,0.1404962604349759
"Shere Bangla National Stadium, Mirpur",powerplay,6,18.0,229.0,0.07860262008733625,0.040523771600022226,0.06702850200608579
"Shere Bangla National Stadium, Mirpur",powerplay,W,11.0,229.0,0.048034934497816595,0.03919952586446391,0.04534939995880362
"Shere Bangla National Stadium, Mirpur",powerplay,Wd,8.0,229.0,0.034934497816593885,0.03486563072990943,0.034913565571401045
"Shere Bangla National Stadium, Mirpur",powerplay,Nb,4.0,229.0,0.017467248908296942,0.003769007093512122,0.013303649572496086
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",death,0,3.0,5.0,0.6,0.21696977459016392,0.23520930913348945
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",death,1,1.0,5.0,0.2,0.37083760245901637,0.36270247853239657
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",death,2,0.0,5.0,0.0,0.08837090163934426,0.08416276346604216
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",death,3,0.0,5.0,0.0,0.002651127049180328,0.002524882903981265
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",death,4,0.0,5.0,0.0,0.11151383196721311,0.10620364949258392
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",death,6,0.0,5.0,0.0,0.07952100409836066,0.07573428961748635
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",death,W,1.0,5.0,0.2,0.08016137295081967,0.08586797423887588
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",death,Wd,0.0,5.0,0.0,0.04340420081967213,0.04133733411397346
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",death,Nb,0.0,5.0,0.0,0.006570184426229508,0.00625731850117096
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",middle,0,1.0,6.0,0.16666666666666666,0.2808889845966761,0.27442357037422277
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",middle,1,3.0,6.0,0.5,0.4414331678151601,0.44474827152373597
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",middle,2,0.0,6.0,0.0,0.06664217673287394,0.06286997804988108
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",middle,3,0.0,6.0,0.0,0.002286430887717876,0.0021570102714319585
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",middle,4,2.0,6.0,0.3333333333333333,0.08739739562221321,0.10131829775680493
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",middle,6,0.0,6.0,0.0,0.048281059991892986,0.04554816980367263
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",middle,W,0.0,6.0,0.0,0.04221980137819214,0.039830001300181266
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",middle,Wd,0.0,6.0,0.0,0.028171868666396434,0.026577234590940035
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",middle,Nb,0.0,6.0,0.0,0.002679114308877179,0.002527466329129414
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",powerplay,0,3.0,15.0,0.2,0.4228881521678736,0.39381578449380317
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",powerplay,1,4.0,15.0,0.26666666666666666,0.25764450947345025,0.2588213125856089
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",powerplay,2,0.0,15.0,0.0,0.04384827662845184,0.03812893619865377
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",powerplay,3,0.0,15.0,0.0,0.005028429611245902,0.004372547488039914
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",powerplay,4,3.0,15.0,0.2,0.15223269683107069,0.15846321463571364
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",powerplay,6,2.0,15.0,0.13333333333333333,0.040523771600022226,0.052629366608714985
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",powerplay,W,2.0,15.0,0.13333333333333333,0.03919952586446391,0.0514778485777947
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",powerplay,Wd,1.0,15.0,0.06666666666666667,0.03486563072990943,0.039013591939051684
"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",powerplay,Nb,0.0,15.0,0.0,0.003769007093512122,0.0032773974726192368
"Simonds Stadium, South Geelong",death,0,2.0,27.0,0.07407407407407407,0.21696977459016392,0.18659037369304246
"Simonds Stadium, South Geelong",death,1,11.0,27.0,0.4074074074074074,0.37083760245901637,0.3786122854008003
"Simonds Stadium, South Geelong",death,2,5.0,27.0,0.18518518518518517,0.08837090163934426,0.1089534658577514
"Simonds Stadium, South Geelong",death,3,0.0,27.0,0.0,0.002651127049180328,0.0020875016135278174
"Simonds Stadium, South Geelong",death,4,3.0,27.0,0.1111111111111111,0.11151383196721311,0.1114282141474119
"Simonds Stadium, South Geelong",death,6,0.0,27.0,0.0,0.07952100409836066,0.0626149638569769
"Simonds Stadium, South Geelong",death,W,6.0,27.0,0.2222222222222222,0.08016137295081967,0.11036328578804698
"Simonds Stadium, South Geelong",death,Wd,0.0,27.0,0.0,0.04340420081967213,0.03417653607848199
"Simonds Stadium, South Geelong",death,Nb,0.0,27.0,0.0,0.006570184426229508,0.005173373563960242
"Simonds Stadium, South Geelong",middle,0,10.0,38.0,0.2631578947368421,0.2808889845966761,0.2760065105773015
"Simonds Stadium, South Geelong",middle,1,19.0,38.0,0.5,0.4414331678151601,0.45756026653272475
"Simonds Stadium, South Geelong",middle,2,2.0,38.0,0.05263157894736842,0.06664217673287394,0.06278418603831444
"Simonds Stadium, South Geelong",middle,3,0.0,38.0,0.0,0.002286430887717876,0.0016568339766071566
"Simonds Stadium, South Geelong",middle,4,5.0,38.0,0.13157894736842105,0.08739739562221321,0.09956333016102407
"Simonds Stadium, South Geelong",middle,6,0.0,38.0,0.0,0.048281059991892986,0.03498627535644419
"Simonds Stadium, South Geelong",middle,W,2.0,38.0,0.05263157894736842,0.04221980137819214,0.04508681259289286
"Simonds Stadium, South Geelong",middle,Wd,0.0,38.0,0.0,0.028171868666396434,0.020414397584345243
"Simonds Stadium, South Geelong",middle,Nb,0.0,38.0,0.0,0.002679114308877179,0.0019413871803457819
"Simonds Stadium, South Geelong",powerplay,0,13.0,33.0,0.3939393939393939,0.4228881521678736,0.4157053775698298
"Simonds Stadium, South Geelong",powerplay,1,8.0,33.0,0.24242424242424243,0.25764450947345025,0.2538680522356769
"Simonds Stadium, South Geelong",powerplay,2,5.0,33.0,0.15151515151515152,0.04384827662845184,0.07056261400635476
"Simonds Stadium, South Geelong",powerplay,3,0.0,33.0,0.0,0.005028429611245902,0.003780774143793911
"Simonds Stadium, South Geelong",powerplay,4,4.0,33.0,0.12121212121212122,0.15223269683107069,0.14453586227900053
"Simonds Stadium, South Geelong",powerplay,6,0.0,33.0,0.0,0.040523771600022226,0.030469001203024232
"Simonds Stadium, South Geelong",powerplay,W,1.0,33.0,0.030303030303030304,0.03919952586446391,0.03699212471012324
"Simonds Stadium, South Geelong",powerplay,Wd,2.0,33.0,0.06060606060606061,0.03486563072990943,0.04125235393226273
"Simonds Stadium, South Geelong",powerplay,Nb,0.0,33.0,0.0,0.003769007093512122,0.0028338399199339267
"Sir Vivian Richards Stadium, North Sound",death,0,23.0,107.0,0.21495327102803738,0.21696977459016392,0.21592742733824347
"Sir Vivian Richards Stadium, North Sound",death,1,36.0,107.0,0.3364485981308411,0.37083760245901637,0.35306164370000787
"Sir Vivian Richards Stadium, North Sound",death,2,16.0,107.0,0.14953271028037382,0.08837090163934426,0.11998594282093926
"Sir Vivian Richards Stadium, North Sound",death,3,0.0,107.0,0.0,0.002651127049180328,0.001280737704918033
"Sir Vivian Richards Stadium, North Sound",death,4,4.0,107.0,0.037383177570093455,0.11151383196721311,0.07319508790686623
"Sir Vivian Richards Stadium, North Sound",death,6,5.0,107.0,0.04672897196261682,0.07952100409836066,0.06257053338085057
"Sir Vivian Richards Stadium, North Sound",death,W,10.0,107.0,0.09345794392523364,0.08016137295081967,0.08703447968638632
"Sir Vivian Richards Stadium, North Sound",death,Wd,12.0,107.0,0.11214953271028037,0.04340420081967213,0.07893922744911697
"Sir Vivian Richards Stadium, North Sound",death,Nb,1.0,107.0,0.009345794392523364,0.006570184426229508,0.00800492001267126
"Sir Vivian Richards Stadium, North Sound",middle,0,65.0,167.0,0.38922155688622756,0.2808889845966761,0.34864755977403594
"Sir Vivian Richards Stadium, North Sound",middle,1,70.0,167.0,0.41916167664670656,0.4414331678151601,0.42750305910680153
"Sir Vivian Richards Stadium, North Sound",middle,2,11.0,167.0,0.0658682634730539,0.06664217673287394,0.06615811862654454
"Sir Vivian Richards Stadium, North Sound",middle,3,2.0,167.0,0.011976047904191617,0.002286430887717876,0.008346977860568493
"Sir Vivian Richards Stadium, North Sound",middle,4,6.0,167.0,0.03592814371257485,0.08739739562221321,0.055205017086971245
"Sir Vivian Richards Stadium, North Sound",middle,6,4.0,167.0,0.023952095808383235,0.048281059991892986,0.033064067412694
"Sir Vivian Richards Stadium, North Sound",middle,W,5.0,167.0,0.029940119760479042,0.04221980137819214,0.03453925145250642
"Sir Vivian Richards Stadium, North Sound",middle,Wd,4.0,167.0,0.023952095808383235,0.028171868666396434,0.02553253508104735
"Sir Vivian Richards Stadium, North Sound",middle,Nb,0.0,167.0,0.0,0.002679114308877179,0.0010034135988304042
"Sir Vivian Richards Stadium, North Sound",powerplay,0,59.0,100.0,0.59,0.4228881521678736,0.5064440760839368
"Sir Vivian Richards Stadium, North Sound",powerplay,1,18.0,100.0,0.18,0.25764450947345025,0.21882225473672512
"Sir Vivian Richards Stadium, North Sound",powerplay,2,7.0,100.0,0.07,0.04384827662845184,0.056924138314225915
"Sir Vivian Richards Stadium, North Sound",powerplay,3,0.0,100.0,0.0,0.005028429611245902,0.0025142148056229506
"Sir Vivian Richards Stadium, North Sound",powerplay,4,10.0,100.0,0.1,0.15223269683107069,0.12611634841553535
"Sir Vivian Richards Stadium, North Sound",powerplay,6,0.0,100.0,0.0,0.040523771600022226,0.020261885800011113
"Sir Vivian Richards Stadium, North Sound",powerplay,W,3.0,100.0,0.03,0.03919952586446391,0.03459976293223195
"Sir Vivian Richards Stadium, North Sound",powerplay,Wd,3.0,100.0,0.03,0.03486563072990943,0.032432815364954716
"Sir Vivian Richards Stadium, North Sound",powerplay,Nb,0.0,100.0,0.0,0.003769007093512122,0.001884503546756061
"Sir Vivian Richards Stadium, North Sound, Antigua",death,0,11.0,42.0,0.2619047619047619,0.21696977459016392,0.23026040464096054
"Sir Vivian Richards Stadium, North Sound, Antigua",death,1,14.0,42.0,0.3333333333333333,0.37083760245901637,0.359744790464096
"Sir Vivian Richards Stadium, North Sound, Antigua",death,2,2.0,42.0,0.047619047619047616,0.08837090163934426,0.0763175363657354
"Sir Vivian Richards Stadium, North Sound, Antigua",death,3,0.0,42.0,0.0,0.002651127049180328,0.0018669908797044562
"Sir Vivian Richards Stadium, North Sound, Antigua",death,4,4.0,42.0,0.09523809523809523,0.11151383196721311,0.10669988166705148
"Sir Vivian Richards Stadium, North Sound, Antigua",death,6,5.0,42.0,0.11904761904761904,0.07952100409836066,0.0912119747171554
"Sir Vivian Richards Stadium, North Sound, Antigua",death,W,3.0,42.0,0.07142857142857142,0.08016137295081967,0.0775784316555068
"Sir Vivian Richards Stadium, North Sound, Antigua",death,Wd,2.0,42.0,0.047619047619047616,0.04340420081967213,0.04465084564765643
"Sir Vivian Richards Stadium, North Sound, Antigua",death,Nb,1.0,42.0,0.023809523809523808,0.006570184426229508,0.011669143962133456
"Sir Vivian Richards Stadium, North Sound, Antigua",middle,0,44.0,107.0,0.411214953271028,0.2808889845966761,0.34825554811433623
"Sir Vivian Richards Stadium, North Sound, Antigua",middle,1,37.0,107.0,0.34579439252336447,0.4414331678151601,0.39199669942761356
"Sir Vivian Richards Stadium, North Sound, Antigua",middle,2,3.0,107.0,0.028037383177570093,0.06664217673287394,0.046687041899939094
"Sir Vivian Richards Stadium, North Sound, Antigua",middle,3,0.0,107.0,0.0,0.002286430887717876,0.001104555984404771
"Sir Vivian Richards Stadium, North Sound, Antigua",middle,4,9.0,107.0,0.08411214953271028,0.08739739562221321,0.08569922493826726
"Sir Vivian Richards Stadium, North Sound, Antigua",middle,6,3.0,107.0,0.028037383177570093,0.048281059991892986,0.0378169371941512
"Sir Vivian Richards Stadium, North Sound, Antigua",middle,W,6.0,107.0,0.056074766355140186,0.04221980137819214,0.049381546559513115
"Sir Vivian Richards Stadium, North Sound, Antigua",middle,Wd,5.0,107.0,0.04672897196261682,0.028171868666396434,0.03776418776154417
"Sir Vivian Richards Stadium, North Sound, Antigua",middle,Nb,0.0,107.0,0.0,0.002679114308877179,0.0012942581202305212
"Sir Vivian Richards Stadium, North Sound, Antigua",powerplay,0,42.0,113.0,0.37168141592920356,0.4228881521678736,0.39572213716801574
"Sir Vivian Richards Stadium, North Sound, Antigua",powerplay,1,34.0,113.0,0.3008849557522124,0.25764450947345025,0.2805842767480987
"Sir Vivian Richards Stadium, North Sound, Antigua",powerplay,2,5.0,113.0,0.04424778761061947,0.04384827662845184,0.04406022376922621
"Sir Vivian Richards Stadium, North Sound, Antigua",powerplay,3,0.0,113.0,0.0,0.005028429611245902,0.002360765075702301
"Sir Vivian Richards Stadium, North Sound, Antigua",powerplay,4,15.0,113.0,0.13274336283185842,0.15223269683107069,0.14189328489721628
"Sir Vivian Richards Stadium, North Sound, Antigua",powerplay,6,6.0,113.0,0.05309734513274336,0.040523771600022226,0.04719425896714659
"Sir Vivian Richards Stadium, North Sound, Antigua",powerplay,W,6.0,113.0,0.05309734513274336,0.03919952586446391,0.046572547354208405
"Sir Vivian Richards Stadium, North Sound, Antigua",powerplay,Wd,5.0,113.0,0.04424778761061947,0.03486563072990943,0.03984301912202321
"Sir Vivian Richards Stadium, North Sound, Antigua",powerplay,Nb,0.0,113.0,0.0,0.003769007093512122,0.0017694868983624988
Sky Stadium,death,0,6.0,30.0,0.2,0.21696977459016392,0.21305367276166454
Sky Stadium,death,1,14.0,30.0,0.4666666666666667,0.37083760245901637,0.39295200189155105
Sky Stadium,death,2,0.0,30.0,0.0,0.08837090163934426,0.06797761664564944
Sky Stadium,death,3,0.0,30.0,0.0,0.002651127049180328,0.0020393284993694832
Sky Stadium,death,4,0.0,30.0,0.0,0.11151383196721311,0.08577987074401008
Sky Stadium,death,6,4.0,30.0,0.13333333333333333,0.07952100409836066,0.0919392339218159
Sky Stadium,death,W,3.0,30.0,0.1,0.08016137295081967,0.08473951765447667
Sky Stadium,death,Wd,2.0,30.0,0.06666666666666667,0.04340420081967213,0.04877246216897856
Sky Stadium,death,Nb,1.0,30.0,0.03333333333333333,0.006570184426229508,0.012746295712484238
Sky Stadium,middle,0,25.0,85.0,0.29411764705882354,0.2808889845966761,0.286967018700906
Sky Stadium,middle,1,32.0,85.0,0.3764705882352941,0.4414331678151601,0.41158549611630274
Sky Stadium,middle,2,1.0,85.0,0.011764705882352941,0.06664217673287394,0.041428203639391314
Sky Stadium,middle,3,0.0,85.0,0.0,0.002286430887717876,0.0012359085879556087
Sky Stadium,middle,4,13.0,85.0,0.15294117647058825,0.08739739562221321,0.11751210574173689
Sky Stadium,middle,6,5.0,85.0,0.058823529411764705,0.048281059991892986,0.05312489729291512
Sky Stadium,middle,W,5.0,85.0,0.058823529411764705,0.04221980137819214,0.049848541285509265
Sky Stadium,middle,Wd,4.0,85.0,0.047058823529411764,0.028171868666396434,0.03684965873859267
Sky Stadium,middle,Nb,0.0,85.0,0.0,0.002679114308877179,0.0014481698966903672
Sky Stadium,powerplay,0,26.0,62.0,0.41935483870967744,0.4228881521678736,0.42153589639992195
Sky Stadium,powerplay,1,18.0,62.0,0.2903225806451613,0.25764450947345025,0.2701509317737347
Sky Stadium,powerplay,2,3.0,62.0,0.04838709677419355,0.04384827662845184,0.04558535594348879
Sky Stadium,powerplay,3,0.0,62.0,0.0,0.005028429611245902,0.0031039688958308036
Sky Stadium,powerplay,4,10.0,62.0,0.16129032258064516,0.15223269683107069,0.155699195574735
Sky Stadium,powerplay,6,2.0,62.0,0.03225806451612903,0.040523771600022226,0.0373603528395199
Sky Stadium,powerplay,W,1.0,62.0,0.016129032258064516,0.03919952586446391,0.030370077694113522
Sky Stadium,powerplay,Wd,2.0,62.0,0.03225806451612903,0.03486563072990943,0.033867673290067554
Sky Stadium,powerplay,Nb,0.0,62.0,0.0,0.003769007093512122,0.0023265475885877298
"Sky Stadium, Wellington",death,0,12.0,55.0,0.21818181818181817,0.21696977459016392,0.21739985457429933
"Sky Stadium, Wellington",death,1,16.0,55.0,0.2909090909090909,0.37083760245901637,0.3424758725542041
"Sky Stadium, Wellington",death,2,8.0,55.0,0.14545454545454545,0.08837090163934426,0.10862638815441565
"Sky Stadium, Wellington",death,3,2.0,55.0,0.03636363636363636,0.002651127049180328,0.014613630354309888
"Sky Stadium, Wellington",death,4,4.0,55.0,0.07272727272727272,0.11151383196721311,0.09775085933368588
"Sky Stadium, Wellington",death,6,6.0,55.0,0.10909090909090909,0.07952100409836066,0.09001355103120043
"Sky Stadium, Wellington",death,W,4.0,55.0,0.07272727272727272,0.08016137295081967,0.07752346641988365
"Sky Stadium, Wellington",death,Wd,3.0,55.0,0.05454545454545454,0.04340420081967213,0.04735754891591751
"Sky Stadium, Wellington",death,Nb,0.0,55.0,0.0,0.006570184426229508,0.004238828662083554
"Sky Stadium, Wellington",middle,0,29.0,126.0,0.23015873015873015,0.2808889845966761,0.25260574539675934
"Sky Stadium, Wellington",middle,1,56.0,126.0,0.4444444444444444,0.4414331678151601,0.4431120211571505
"Sky Stadium, Wellington",middle,2,6.0,126.0,0.047619047619047616,0.06664217673287394,0.056036361386227404
"Sky Stadium, Wellington",middle,3,0.0,126.0,0.0,0.002286430887717876,0.001011695083061007
"Sky Stadium, Wellington",middle,4,7.0,126.0,0.05555555555555555,0.08739739562221321,0.06964486531956338
"Sky Stadium, Wellington",middle,6,16.0,126.0,0.12698412698412698,0.048281059991892986,0.09215976105835973
"Sky Stadium, Wellington",middle,W,3.0,126.0,0.023809523809523808,0.04221980137819214,0.031955664326633694
"Sky Stadium, Wellington",middle,Wd,9.0,126.0,0.07142857142857142,0.028171868666396434,0.05228843746300727
"Sky Stadium, Wellington",middle,Nb,0.0,126.0,0.0,0.002679114308877179,0.0011854488092376898
"Sky Stadium, Wellington",powerplay,0,29.0,78.0,0.3717948717948718,0.4228881521678736,0.4004989618920638
"Sky Stadium, Wellington",powerplay,1,19.0,78.0,0.24358974358974358,0.25764450947345025,0.25148567947946643
"Sky Stadium, Wellington",powerplay,2,6.0,78.0,0.07692307692307693,0.04384827662845184,0.05834172844295046
"Sky Stadium, Wellington",powerplay,3,1.0,78.0,0.01282051282051282,0.005028429611245902,0.008442937983846013
"Sky Stadium, Wellington",powerplay,4,10.0,78.0,0.1282051282051282,0.15223269683107069,0.14170376226464645
"Sky Stadium, Wellington",powerplay,6,6.0,78.0,0.07692307692307693,0.040523771600022226,0.056474028988776535
"Sky Stadium, Wellington",powerplay,W,3.0,78.0,0.038461538461538464,0.03919952586446391,0.03887613812610332
"Sky Stadium, Wellington",powerplay,Wd,3.0,78.0,0.038461538461538464,0.03486563072990943,0.0364413655786008
"Sky Stadium, Wellington",powerplay,Nb,1.0,78.0,0.01282051282051282,0.003769007093512122,0.007735397243546136
Sophia Gardens,death,0,27.0,125.0,0.216,0.21696977459016392,0.21643101092896175
Sophia Gardens,death,1,50.0,125.0,0.4,0.37083760245901637,0.38703893442622944
Sophia Gardens,death,2,18.0,125.0,0.144,0.08837090163934426,0.11927595628415301
Sophia Gardens,death,3,0.0,125.0,0.0,0.002651127049180328,0.0011782786885245903
Sophia Gardens,death,4,9.0,125.0,0.072,0.11151383196721311,0.08956170309653917
Sophia Gardens,death,6,9.0,125.0,0.072,0.07952100409836066,0.07534266848816029
Sophia Gardens,death,W,10.0,125.0,0.08,0.08016137295081967,0.08007172131147541
Sophia Gardens,death,Wd,2.0,125.0,0.016,0.04340420081967213,0.02817964480874317
Sophia Gardens,death,Nb,0.0,125.0,0.0,0.006570184426229508,0.002920081967213115
Sophia Gardens,middle,0,102.0,307.0,0.3322475570032573,0.2808889845966761,0.31962874314414647
Sophia Gardens,middle,1,114.0,307.0,0.3713355048859935,0.4414331678151601,0.3885585178907027
Sophia Gardens,middle,2,26.0,307.0,0.08469055374592833,0.06664217673287394,0.08025606307933021
Sophia Gardens,middle,3,2.0,307.0,0.006514657980456026,0.002286430887717876,0.005475781544893827
Sophia Gardens,middle,4,35.0,307.0,0.11400651465798045,0.08739739562221321,0.10746864757302536
Sophia Gardens,middle,6,14.0,307.0,0.04560260586319218,0.048281059991892986,0.0462607027007108
Sophia Gardens,middle,W,10.0,307.0,0.03257328990228013,0.04221980137819214,0.03494344014206195
Sophia Gardens,middle,Wd,4.0,307.0,0.013029315960912053,0.028171868666396434,0.016749844881178484
Sophia Gardens,middle,Nb,0.0,307.0,0.0,0.002679114308877179,0.0006582590439501669
Sophia Gardens,powerplay,0,93.0,179.0,0.5195530726256983,0.4228881521678736,0.4849061477304206
Sophia Gardens,powerplay,1,36.0,179.0,0.2011173184357542,0.25764450947345025,0.2213779603847492
Sophia Gardens,powerplay,2,11.0,179.0,0.061452513966480445,0.04384827662845184,0.05514275147973184
Sophia Gardens,powerplay,3,6.0,179.0,0.0335195530726257,0.005028429611245902,0.023307680864245842
Sophia Gardens,powerplay,4,16.0,179.0,0.0893854748603352,0.15223269683107069,0.1119113608713515
Sophia Gardens,powerplay,6,2.0,179.0,0.0111731843575419,0.040523771600022226,0.02169310810036639
Sophia Gardens,powerplay,W,11.0,179.0,0.061452513966480445,0.03919952586446391,0.05347653256790821
Sophia Gardens,powerplay,Wd,4.0,179.0,0.0223463687150838,0.03486563072990943,0.02683355940140123
Sophia Gardens,powerplay,Nb,0.0,179.0,0.0,0.003769007093512122,0.0013508985998251335
"Sophia Gardens, Cardiff",death,0,37.0,152.0,0.24342105263157895,0.21696977459016392,0.23292451372625553
"Sophia Gardens, Cardiff",death,1,66.0,152.0,0.4342105263157895,0.37083760245901637,0.4090625406583398
"Sophia Gardens, Cardiff",death,2,15.0,152.0,0.09868421052631579,0.08837090163934426,0.09459162763466042
"Sophia Gardens, Cardiff",death,3,0.0,152.0,0.0,0.002651127049180328,0.001052034543325527
"Sophia Gardens, Cardiff",death,4,9.0,152.0,0.05921052631578947,0.11151383196721311,0.07996580633619568
"Sophia Gardens, Cardiff",death,6,10.0,152.0,0.06578947368421052,0.07952100409836066,0.07123849368982567
"Sophia Gardens, Cardiff",death,W,10.0,152.0,0.06578947368421052,0.08016137295081967,0.07149260831381733
